ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion
7611,3,2020-11-13 02:00:00,Correctivo,6473.25,13,Planta Oeste
7640,3,2020-11-14 07:00:00,Preventivo,8144.63,1,Planta Oeste
9548,3,2021-02-01 19:00:00,Preventivo,7111.34,16,Planta Oeste
9968,3,2021-02-19 07:00:00,Preventivo,8620.49,11,Planta Oeste
615,4,2020-01-26 14:00:00,Correctivo,5775.89,8,Planta Norte
805,4,2020-02-03 12:00:00,Preventivo,520.72,25,Planta Norte
1278,4,2020-02-23 05:00:00,Correctivo,1106.58,32,Planta Norte
2182,4,2020-03-31 21:00:00,Correctivo,8774.16,44,Planta Norte
2186,4,2020-04-01 01:00:00,Preventivo,2698.37,8,Planta Norte
3213,4,2020-05-13 20:00:00,Preventivo,2092.17,31,Planta Norte
3686,4,2020-06-02 13:00:00,Correctivo,1011.21,21,Planta Norte
4519,4,2020-07-07 06:00:00,Preventivo,1658.91,1,Planta Norte
4812,4,2020-07-19 11:00:00,Correctivo,6646.31,43,Planta Norte
5080,4,2020-07-30 15:00:00,Preventivo,781.24,16,Planta Norte
5647,4,2020-08-23 06:00:00,Preventivo,6738.23,27,Planta Norte
5798,4,2020-08-29 13:00:00,Preventivo,7884.44,34,Planta Norte
6525,4,2020-09-28 20:00:00,Preventivo,4848.33,9,Planta Norte
6587,4,2020-10-01 10:00:00,Preventivo,343.01,18,Planta Norte
7462,4,2020-11-06 21:00:00,Preventivo,914.46,23,Planta Norte
7463,4,2020-11-06 22:00:00,Preventivo,833.77,28,Planta Norte
7972,4,2020-11-28 03:00:00,Correctivo,8592.1,16,Planta Norte
8860,4,2021-01-04 03:00:00,Correctivo,8845.8,29,Planta Norte
9197,4,2021-01-18 04:00:00,Preventivo,1610.4,4,Planta Norte
9338,4,2021-01-24 01:00:00,Preventivo,606.49,2,Planta Norte
9718,4,2021-02-08 21:00:00,Correctivo,7069.08,18,Planta Norte
321,5,2020-01-14 08:00:00,Correctivo,7082.08,11,Planta Norte
571,5,2020-01-24 18:00:00,Correctivo,9032.96,4,Planta Norte
745,5,2020-02-01 00:00:00,Preventivo,4989.08,47,Planta Norte
2154,5,2020-03-30 17:00:00,Correctivo,4082.71,18,Planta Norte
3137,5,2020-05-10 16:00:00,Preventivo,558.48,13,Planta Norte
3399,5,2020-05-21 14:00:00,Preventivo,7862.95,39,Planta Norte
3477,5,2020-05-24 20:00:00,Preventivo,5682.35,33,Planta Norte
3613,5,2020-05-30 12:00:00,Correctivo,8057.46,5,Planta Norte
6200,5,2020-09-15 07:00:00,Preventivo,6847.7,4,Planta Norte
7185,5,2020-10-26 08:00:00,Preventivo,803.32,15,Planta Norte
7554,5,2020-11-10 17:00:00,Correctivo,4316.79,2,Planta Norte
8060,5,2020-12-01 19:00:00,Correctivo,9714.76,10,Planta Norte
8285,5,2020-12-11 04:00:00,Preventivo,2082.69,40,Planta Norte
9127,5,2021-01-15 06:00:00,Preventivo,8074.47,16,Planta Norte
9232,5,2021-01-19 15:00:00,Correctivo,1077.72,7,Planta Norte
9311,5,2021-01-22 22:00:00,Preventivo,2781.44,15,Planta Norte
9596,5,2021-02-03 19:00:00,Preventivo,1584.11,29,Planta Norte
9713,5,2021-02-08 16:00:00,Correctivo,904.56,34,Planta Norte
524,6,2020-01-22 19:00:00,Correctivo,1666.48,21,Planta Sur
781,6,2020-02-02 12:00:00,Preventivo,3526.17,13,Planta Sur
793,6,2020-02-03 00:00:00,Preventivo,9675.34,34,Planta Sur
882,6,2020-02-06 17:00:00,Preventivo,3104.8,37,Planta Sur
1046,6,2020-02-13 13:00:00,Preventivo,7368.82,27,Planta Sur
2191,6,2020-04-01 06:00:00,Preventivo,8031.25,29,Planta Sur
2334,6,2020-04-07 05:00:00,Preventivo,2673.37,32,Planta Sur
2335,6,2020-04-07 06:00:00,Preventivo,3829.74,24,Planta Sur
2796,6,2020-04-26 11:00:00,Correctivo,1780.13,32,Planta Sur
3414,6,2020-05-22 05:00:00,Correctivo,195.34,9,Planta Sur
3872,6,2020-06-10 07:00:00,Correctivo,8819.12,13,Planta Sur
3874,6,2020-06-10 09:00:00,Preventivo,1325.41,13,Planta Sur
4704,6,2020-07-14 23:00:00,Correctivo,907.68,41,Planta Sur
4717,6,2020-07-15 12:00:00,Preventivo,1383.31,35,Planta Sur
5198,6,2020-08-04 13:00:00,Correctivo,6762.27,46,Planta Sur
6087,6,2020-09-10 14:00:00,Preventivo,4440.03,6,Planta Sur
6238,6,2020-09-16 21:00:00,Preventivo,7899.46,26,Planta Sur
6262,6,2020-09-17 21:00:00,Correctivo,9416.53,22,Planta Sur
6284,6,2020-09-18 19:00:00,Correctivo,2256.29,10,Planta Sur
6468,6,2020-09-26 11:00:00,Preventivo,2692.52,4,Planta Sur
6668,6,2020-10-04 19:00:00,Preventivo,8667.51,28,Planta Sur
8121,6,2020-12-04 08:00:00,Correctivo,6589.18,29,Planta Sur
8279,6,2020-12-10 22:00:00,Preventivo,172.76,9,Planta Sur
9163,6,2021-01-16 18:00:00,Correctivo,7486.43,3,Planta Sur
1099,7,2020-02-15 18:00:00,Preventivo,8274.69,42,Planta Oeste
2193,7,2020-04-01 08:00:00,Correctivo,8343.77,10,Planta Oeste
2552,7,2020-04-16 07:00:00,Correctivo,6485.92,31,Planta Oeste
2962,7,2020-05-03 09:00:00,Preventivo,7721.91,31,Planta Oeste
4444,7,2020-07-04 03:00:00,Correctivo,5501.18,30,Planta Oeste
4614,7,2020-07-11 05:00:00,Correctivo,3775.33,25,Planta Oeste
5132,7,2020-08-01 19:00:00,Correctivo,3830.41,42,Planta Oeste
5510,7,2020-08-17 13:00:00,Correctivo,1377.7,47,Planta Oeste
6528,7,2020-09-28 23:00:00,Preventivo,6301.92,26,Planta Oeste
7350,7,2020-11-02 05:00:00,Correctivo,502.85,11,Planta Oeste
8808,7,2021-01-01 23:00:00,Preventivo,9348.21,23,Planta Oeste
8820,7,2021-01-02 11:00:00,Correctivo,6985.34,36,Planta Oeste
8921,7,2021-01-06 16:00:00,Correctivo,2532.96,24,Planta Oeste
1076,8,2020-02-14 19:00:00,Preventivo,7640.32,35,Planta Oeste
1820,8,2020-03-16 19:00:00,Preventivo,651.71,28,Planta Oeste
1941,8,2020-03-21 20:00:00,Preventivo,7909.34,7,Planta Oeste
1963,8,2020-03-22 18:00:00,Correctivo,6905.65,46,Planta Oeste
3032,8,2020-05-06 07:00:00,Preventivo,5852.68,1,Planta Oeste
3223,8,2020-05-14 06:00:00,Preventivo,5370.95,33,Planta Oeste
3756,8,2020-06-05 11:00:00,Preventivo,4973.19,24,Planta Oeste
3935,8,2020-06-12 22:00:00,Preventivo,4785.1,29,Planta Oeste
4186,8,2020-06-23 09:00:00,Preventivo,2950.87,28,Planta Oeste
4575,8,2020-07-09 14:00:00,Correctivo,5105.82,6,Planta Oeste
4792,8,2020-07-18 15:00:00,Correctivo,1736.03,8,Planta Oeste
4869,8,2020-07-21 20:00:00,Correctivo,1363.53,2,Planta Oeste
5938,8,2020-09-04 09:00:00,Preventivo,2451.64,15,Planta Oeste
6765,8,2020-10-08 20:00:00,Correctivo,7718.72,9,Planta Oeste
7074,8,2020-10-21 17:00:00,Correctivo,458.93,25,Planta Oeste
7403,8,2020-11-04 10:00:00,Correctivo,6378.53,3,Planta Oeste
7945,8,2020-11-27 00:00:00,Correctivo,345.43,47,Planta Oeste
8264,8,2020-12-10 07:00:00,Correctivo,1812.85,15,Planta Oeste
8509,8,2020-12-20 12:00:00,Preventivo,7590.05,6,Planta Oeste
8876,8,2021-01-04 19:00:00,Preventivo,6454.67,41,Planta Oeste
9122,8,2021-01-15 01:00:00,Preventivo,7751.89,27,Planta Oeste
9407,8,2021-01-26 22:00:00,Correctivo,8517.98,38,Planta Oeste
9728,8,2021-02-09 07:00:00,Preventivo,7547.1,7,Planta Oeste
9887,8,2021-02-15 22:00:00,Preventivo,9140.81,40,Planta Oeste
272,9,2020-01-12 07:00:00,Preventivo,988.43,11,Planta Norte
381,9,2020-01-16 20:00:00,Correctivo,114.69,44,Planta Norte
533,9,2020-01-23 04:00:00,Correctivo,1772.82,16,Planta Norte
1183,9,2020-02-19 06:00:00,Correctivo,4788.44,2,Planta Norte
1231,9,2020-02-21 06:00:00,Correctivo,,44,Planta Norte
1292,9,2020-02-23 19:00:00,Correctivo,9838.23,27,Planta Norte
2528,9,2020-04-15 07:00:00,Preventivo,4789.54,38,Planta Norte
2758,9,2020-04-24 21:00:00,Correctivo,473.15,35,Planta Norte
3141,9,2020-05-10 20:00:00,Preventivo,9460.18,40,Planta Norte
3259,9,2020-05-15 18:00:00,Preventivo,178.34,39,Planta Norte
5485,9,2020-08-16 12:00:00,Correctivo,5763.5,15,Planta Norte
6287,9,2020-09-18 22:00:00,Preventivo,5804.57,9,Planta Norte
6410,9,2020-09-24 01:00:00,Preventivo,6455.82,21,Planta Norte
6523,9,2020-09-28 18:00:00,Correctivo,7699.18,30,Planta Norte
6646,9,2020-10-03 21:00:00,Preventivo,1743.77,37,Planta Norte
7024,9,2020-10-19 15:00:00,Preventivo,5416.54,25,Planta Norte
7136,9,2020-10-24 07:00:00,Preventivo,2908.57,4,Planta Norte
7482,9,2020-11-07 17:00:00,Correctivo,2649.65,13,Planta Norte
8340,9,2020-12-13 11:00:00,Correctivo,4039.04,20,Planta Norte
8757,9,2020-12-30 20:00:00,Correctivo,7916.2,43,Planta Norte
9226,9,2021-01-19 09:00:00,Preventivo,1427.94,9,Planta Norte
9366,9,2021-01-25 05:00:00,Preventivo,8961.84,4,Planta Norte
9859,9,2021-02-14 18:00:00,Correctivo,5422.95,10,Planta Norte
9893,9,2021-02-16 04:00:00,Preventivo,194.64,9,Planta Norte
429,10,2020-01-18 20:00:00,Correctivo,5940.8,16,Planta Norte
525,10,2020-01-22 20:00:00,Preventivo,5156.19,15,Planta Norte
611,10,2020-01-26 10:00:00,Correctivo,5712.08,33,Planta Norte
933,10,2020-02-08 20:00:00,Preventivo,2075.83,35,Planta Norte
3529,10,2020-05-27 00:00:00,Preventivo,8528.08,12,Planta Norte
4751,10,2020-07-16 22:00:00,Preventivo,9399.1,4,Planta Norte
4864,10,2020-07-21 15:00:00,Correctivo,8690.93,21,Planta Norte
5593,10,2020-08-21 00:00:00,Preventivo,8064.86,38,Planta Norte
6157,10,2020-09-13 12:00:00,Correctivo,2507.04,42,Planta Norte
6612,10,2020-10-02 11:00:00,Correctivo,4344.56,14,Planta Norte
6915,10,2020-10-15 02:00:00,Correctivo,1069.26,23,Planta Norte
7473,10,2020-11-07 08:00:00,Correctivo,7659.0,2,Planta Norte
7808,10,2020-11-21 07:00:00,Correctivo,7802.07,7,Planta Norte
8599,10,2020-12-24 06:00:00,Correctivo,1610.82,7,Planta Norte
185,11,2020-01-08 16:00:00,Correctivo,2651.16,19,Planta Sur
1566,11,2020-03-06 05:00:00,Correctivo,1942.07,46,Planta Sur
1636,11,2020-03-09 03:00:00,Preventivo,5339.32,33,Planta Sur
2055,11,2020-03-26 14:00:00,Correctivo,6739.41,11,Planta Sur
2689,11,2020-04-22 00:00:00,Preventivo,9514.27,37,Planta Sur
2953,11,2020-05-03 00:00:00,Correctivo,8323.03,10,Planta Sur
2983,11,2020-05-04 06:00:00,Correctivo,5670.3,16,Planta Sur
3122,11,2020-05-10 01:00:00,Correctivo,844.74,19,Planta Sur
3996,11,2020-06-15 11:00:00,Preventivo,7135.56,38,Planta Sur
4624,11,2020-07-11 15:00:00,Correctivo,9650.56,18,Planta Sur
4664,11,2020-07-13 07:00:00,Correctivo,3451.82,2,Planta Sur
7135,11,2020-10-24 06:00:00,Correctivo,3794.75,23,Planta Sur
7219,11,2020-10-27 18:00:00,Correctivo,8478.73,34,Planta Sur
7225,11,2020-10-28 00:00:00,Preventivo,6880.48,19,Planta Sur
7768,11,2020-11-19 15:00:00,Preventivo,9982.21,14,Planta Sur
7780,11,2020-11-20 03:00:00,Correctivo,9249.14,26,Planta Sur
7827,11,2020-11-22 02:00:00,Preventivo,8463.59,19,Planta Sur
7862,11,2020-11-23 13:00:00,Preventivo,7043.75,39,Planta Sur
7985,11,2020-11-28 16:00:00,Preventivo,9850.26,33,Planta Sur
8374,11,2020-12-14 21:00:00,Preventivo,788.56,10,Planta Sur
8656,11,2020-12-26 15:00:00,Preventivo,3899.82,27,Planta Sur
9134,11,2021-01-15 13:00:00,Preventivo,3527.28,33,Planta Sur
72,12,2020-01-03 23:00:00,Correctivo,1990.8,22,Planta Norte
165,12,2020-01-07 20:00:00,Preventivo,9171.74,30,Planta Norte
295,12,2020-01-13 06:00:00,Correctivo,893.55,7,Planta Norte
636,12,2020-01-27 11:00:00,Preventivo,9527.29,24,Planta Norte
1418,12,2020-02-29 01:00:00,Preventivo,8901.44,47,Planta Norte
1791,12,2020-03-15 14:00:00,Preventivo,8461.79,29,Planta Norte
2212,12,2020-04-02 03:00:00,Correctivo,1258.55,34,Planta Norte
2584,12,2020-04-17 15:00:00,Preventivo,6986.3,47,Planta Norte
2678,12,2020-04-21 13:00:00,Correctivo,7675.63,15,Planta Norte
5357,12,2020-08-11 04:00:00,Correctivo,1534.92,42,Planta Norte
5552,12,2020-08-19 07:00:00,Preventivo,3049.6,38,Planta Norte
6839,12,2020-10-11 22:00:00,Preventivo,1015.5,43,Planta Norte
7689,12,2020-11-16 08:00:00,Correctivo,3781.66,45,Planta Norte
7957,12,2020-11-27 12:00:00,Correctivo,2173.38,26,Planta Norte
8125,12,2020-12-04 12:00:00,Correctivo,6058.14,7,Planta Norte
8676,12,2020-12-27 11:00:00,Preventivo,9501.58,1,Planta Norte
8850,12,2021-01-03 17:00:00,Preventivo,2320.89,37,Planta Norte
9123,12,2021-01-15 02:00:00,Preventivo,9701.14,47,Planta Norte
9173,12,2021-01-17 04:00:00,Correctivo,4248.33,3,Planta Norte
9312,12,2021-01-22 23:00:00,Preventivo,3239.66,27,Planta Norte
9638,12,2021-02-05 13:00:00,Preventivo,6485.86,14,Planta Norte
9835,12,2021-02-13 18:00:00,Correctivo,5562.82,4,Planta Norte
9854,12,2021-02-14 13:00:00,Correctivo,592.99,7,Planta Norte
331,13,2020-01-14 18:00:00,Preventivo,9088.23,22,Planta Sur
701,13,2020-01-30 04:00:00,Preventivo,6754.12,3,Planta Sur
737,13,2020-01-31 16:00:00,Preventivo,9086.77,44,Planta Sur
1576,13,2020-03-06 15:00:00,Preventivo,308.21,4,Planta Sur
3280,13,2020-05-16 15:00:00,Correctivo,7514.79,5,Planta Sur
3702,13,2020-06-03 05:00:00,Correctivo,5683.25,26,Planta Sur
3901,13,2020-06-11 12:00:00,Correctivo,3005.52,46,Planta Sur
5125,13,2020-08-01 12:00:00,Preventivo,8990.13,28,Planta Sur
5847,13,2020-08-31 14:00:00,Correctivo,8398.26,24,Planta Sur
6245,13,2020-09-17 04:00:00,Correctivo,470.65,11,Planta Sur
6537,13,2020-09-29 08:00:00,Correctivo,2453.55,38,Planta Sur
6546,13,2020-09-29 17:00:00,Correctivo,8351.28,34,Planta Sur
8178,13,2020-12-06 17:00:00,Correctivo,9285.27,1,Planta Sur
8277,13,2020-12-10 20:00:00,Correctivo,3136.15,23,Planta Sur
8687,13,2020-12-27 22:00:00,Preventivo,9786.43,1,Planta Sur
8977,13,2021-01-09 00:00:00,Correctivo,9530.34,45,Planta Sur
9364,13,2021-01-25 03:00:00,Correctivo,668.78,15,Planta Sur
1214,14,2020-02-20 13:00:00,Preventivo,6021.24,10,Planta Sur
1355,14,2020-02-26 10:00:00,Preventivo,1816.66,34,Planta Sur
1553,14,2020-03-05 16:00:00,Preventivo,7584.97,35,Planta Sur
1801,14,2020-03-16 00:00:00,Preventivo,2198.39,14,Planta Sur
2201,14,2020-04-01 16:00:00,Correctivo,514.61,24,Planta Sur
2347,14,2020-04-07 18:00:00,Preventivo,7908.36,30,Planta Sur
2495,14,2020-04-13 22:00:00,Preventivo,5896.37,40,Planta Sur
2538,14,2020-04-15 17:00:00,Correctivo,2638.47,33,Planta Sur
3116,14,2020-05-09 19:00:00,Preventivo,9214.64,4,Planta Sur
3633,14,2020-05-31 08:00:00,Correctivo,7551.45,8,Planta Sur
4004,14,2020-06-15 19:00:00,Correctivo,6523.0,32,Planta Sur
5411,14,2020-08-13 10:00:00,Correctivo,7832.75,16,Planta Sur
6354,14,2020-09-21 17:00:00,Correctivo,6620.1,11,Planta Sur
6493,14,2020-09-27 12:00:00,Preventivo,5744.6,13,Planta Sur
6798,14,2020-10-10 05:00:00,Preventivo,9944.33,44,Planta Sur
7188,14,2020-10-26 11:00:00,Preventivo,1124.6,46,Planta Sur
8776,14,2020-12-31 15:00:00,Preventivo,4375.46,1,Planta Sur
9463,14,2021-01-29 06:00:00,Preventivo,8905.14,42,Planta Sur
192,15,2020-01-08 23:00:00,Preventivo,6248.36,12,Planta Sur
626,15,2020-01-27 01:00:00,Preventivo,2169.7,43,Planta Sur
753,15,2020-02-01 08:00:00,Correctivo,7328.06,17,Planta Sur
851,15,2020-02-05 10:00:00,Preventivo,4380.03,32,Planta Sur
876,15,2020-02-06 11:00:00,Preventivo,290.23,17,Planta Sur
895,15,2020-02-07 06:00:00,Correctivo,1708.86,30,Planta Sur
1387,15,2020-02-27 18:00:00,Correctivo,777.49,25,Planta Sur
1434,15,2020-02-29 17:00:00,Preventivo,4592.5,18,Planta Sur
1653,15,2020-03-09 20:00:00,Preventivo,3682.9,25,Planta Sur
2313,15,2020-04-06 08:00:00,Preventivo,625.21,32,Planta Sur
2513,15,2020-04-14 16:00:00,Preventivo,2218.18,40,Planta Sur
3174,15,2020-05-12 05:00:00,Preventivo,703.23,6,Planta Sur
3283,15,2020-05-16 18:00:00,Preventivo,8666.17,23,Planta Sur
3927,15,2020-06-12 14:00:00,Preventivo,8413.01,1,Planta Sur
4897,15,2020-07-23 00:00:00,Correctivo,4529.28,44,Planta Sur
4988,15,2020-07-26 19:00:00,Preventivo,5157.07,25,Planta Sur
6081,15,2020-09-10 08:00:00,Preventivo,9751.56,23,Planta Sur
6409,15,2020-09-24 00:00:00,Correctivo,4582.29,43,Planta Sur
6442,15,2020-09-25 09:00:00,Preventivo,5130.36,4,Planta Sur
7671,15,2020-11-15 14:00:00,Preventivo,4282.4,16,Planta Sur
8385,15,2020-12-15 08:00:00,Preventivo,4199.92,9,Planta Sur
9304,15,2021-01-22 15:00:00,Preventivo,9605.84,17,Planta Sur
9461,15,2021-01-29 04:00:00,Preventivo,1221.25,14,Planta Sur
9685,15,2021-02-07 12:00:00,Preventivo,5683.24,27,Planta Sur
9888,15,2021-02-15 23:00:00,Correctivo,3527.06,38,Planta Sur
597,16,2020-01-25 20:00:00,Preventivo,4148.49,3,Planta Sur
840,16,2020-02-04 23:00:00,Correctivo,8744.29,7,Planta Sur
935,16,2020-02-08 22:00:00,Preventivo,1241.63,14,Planta Sur
1120,16,2020-02-16 15:00:00,Correctivo,4499.16,14,Planta Sur
1185,16,2020-02-19 08:00:00,Preventivo,2790.36,14,Planta Sur
2046,16,2020-03-26 05:00:00,Preventivo,1600.72,19,Planta Sur
2279,16,2020-04-04 22:00:00,Correctivo,7452.67,9,Planta Sur
2914,16,2020-05-01 09:00:00,Correctivo,5344.73,12,Planta Sur
4010,16,2020-06-16 01:00:00,Correctivo,5971.04,26,Planta Sur
5061,16,2020-07-29 20:00:00,Correctivo,4846.86,7,Planta Sur
5461,16,2020-08-15 12:00:00,Correctivo,265.74,16,Planta Sur
6947,16,2020-10-16 10:00:00,Preventivo,3847.71,8,Planta Sur
7177,16,2020-10-26 00:00:00,Preventivo,3497.72,13,Planta Sur
7266,16,2020-10-29 17:00:00,Preventivo,7228.0,15,Planta Sur
7420,16,2020-11-05 03:00:00,Correctivo,3843.14,46,Planta Sur
7466,16,2020-11-07 01:00:00,Preventivo,5934.51,32,Planta Sur
8110,16,2020-12-03 21:00:00,Correctivo,2250.66,34,Planta Sur
8473,16,2020-12-19 00:00:00,Preventivo,4476.46,16,Planta Sur
8694,16,2020-12-28 05:00:00,Preventivo,7132.18,47,Planta Sur
9076,16,2021-01-13 03:00:00,Correctivo,8905.91,38,Planta Sur
9179,16,2021-01-17 10:00:00,Correctivo,3203.72,19,Planta Sur
101,17,2020-01-05 04:00:00,Preventivo,6299.91,17,Planta Norte
148,17,2020-01-07 03:00:00,Preventivo,1329.37,4,Planta Norte
1111,17,2020-02-16 06:00:00,Preventivo,7075.2,1,Planta Norte
2176,17,2020-03-31 15:00:00,Preventivo,7096.09,21,Planta Norte
2257,17,2020-04-04 00:00:00,Preventivo,6372.94,22,Planta Norte
2711,17,2020-04-22 22:00:00,Preventivo,6986.36,9,Planta Norte
2827,17,2020-04-27 18:00:00,Preventivo,9106.64,18,Planta Norte
2959,17,2020-05-03 06:00:00,Preventivo,3771.92,16,Planta Norte
3725,17,2020-06-04 04:00:00,Correctivo,1062.11,9,Planta Norte
3769,17,2020-06-06 00:00:00,Preventivo,3876.61,28,Planta Norte
4091,17,2020-06-19 10:00:00,Preventivo,4301.17,26,Planta Norte
5220,17,2020-08-05 11:00:00,Correctivo,4065.52,37,Planta Norte
5675,17,2020-08-24 10:00:00,Correctivo,6674.03,11,Planta Norte
6378,17,2020-09-22 17:00:00,Preventivo,121.29,34,Planta Norte
6414,17,2020-09-24 05:00:00,Preventivo,5506.21,36,Planta Norte
6502,17,2020-09-27 21:00:00,Preventivo,6308.39,38,Planta Norte
7194,17,2020-10-26 17:00:00,Correctivo,8078.76,33,Planta Norte
7854,17,2020-11-23 05:00:00,Preventivo,5092.79,15,Planta Norte
8029,17,2020-11-30 12:00:00,Preventivo,6922.85,33,Planta Norte
8332,17,2020-12-13 03:00:00,Correctivo,,33,Planta Norte
8408,17,2020-12-16 07:00:00,Preventivo,9504.76,36,Planta Norte
8496,17,2020-12-19 23:00:00,Correctivo,6256.54,33,Planta Norte
8658,17,2020-12-26 17:00:00,Correctivo,7054.96,33,Planta Norte
8971,17,2021-01-08 18:00:00,Preventivo,9719.4,4,Planta Norte
24,18,2020-01-01 23:00:00,Preventivo,533.94,20,Planta Este
436,18,2020-01-19 03:00:00,Preventivo,2460.38,29,Planta Este
2600,18,2020-04-18 07:00:00,Correctivo,451.98,45,Planta Este
2631,18,2020-04-19 14:00:00,Preventivo,4863.99,17,Planta Este
2821,18,2020-04-27 12:00:00,Preventivo,7918.11,36,Planta Este
3512,18,2020-05-26 07:00:00,Preventivo,4415.5,27,Planta Este
5008,18,2020-07-27 15:00:00,Preventivo,605.65,37,Planta Este
5640,18,2020-08-22 23:00:00,Correctivo,411.72,41,Planta Este
5758,18,2020-08-27 21:00:00,Correctivo,1545.46,22,Planta Este
6133,18,2020-09-12 12:00:00,Correctivo,6670.27,26,Planta Este
6205,18,2020-09-15 12:00:00,Correctivo,8572.45,3,Planta Este
6335,18,2020-09-20 22:00:00,Correctivo,7561.74,38,Planta Este
6547,18,2020-09-29 18:00:00,Preventivo,276.01,13,Planta Este
6772,18,2020-10-09 03:00:00,Preventivo,1846.5,19,Planta Este
7022,18,2020-10-19 13:00:00,Correctivo,3069.45,40,Planta Este
7056,18,2020-10-20 23:00:00,Preventivo,138.05,18,Planta Este
8212,18,2020-12-08 03:00:00,Correctivo,567.8,39,Planta Este
8235,18,2020-12-09 02:00:00,Correctivo,9466.98,43,Planta Este
8250,18,2020-12-09 17:00:00,Preventivo,4060.89,22,Planta Este
8816,18,2021-01-02 07:00:00,Correctivo,6443.98,46,Planta Este
