ID_Equipo,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
52,Generador,Fabricante_D,Modelo_6,326,543
53,Generador,Fabricante_D,Modelo_7,422,587
54,Bomba,Fabricante_A,Modelo_1,154,666
55,Bomba,Fabricante_B,Modelo_6,411,768
56,Bomba,Fabricante_B,Modelo_10,81,515
57,Generador,Fabricante_D,Modelo_4,106,913
58,Compresor,Fabricante_C,Modelo_7,98,917
59,Bomba,Fabricante_D,Modelo_5,489,629
60,Compresor,Fabricante_A,Modelo_8,225,810
61,Generador,Fabricante_C,Modelo_3,390,597
62,Motor,Fabricante_C,Modelo_2,406,624
63,Generador,Fabricante_D,Modelo_3,431,549
64,Compresor,Fabricante_B,Modelo_9,404,662
65,Compresor,Fabricante_C,Modelo_9,418,896
66,Generador,Fabricante_D,Modelo_5,320,748
67,Generador,Fabricante_B,Modelo_3,243,701
68,Bomba,Fabricante_A,Modelo_9,419,615
69,Generador,Fabricante_B,Modelo_6,208,583
70,Generador,Fabricante_A,Modelo_7,255,898
71,Bomba,Fabricante_A,Modelo_7,415,636
72,Bomba,Fabricante_A,Modelo_7,371,586
73,Compresor,Fabricante_C,Modelo_8,322,508
74,Motor,Fabricante_D,Modelo_1,327,787
75,Generador,Fabricante_B,Modelo_9,264,547
76,Motor,Fabricante_C,Modelo_2,199,706
77,Motor,Fabricante_D,Modelo_10,483,572
78,Bomba,Fabricante_B,Modelo_10,392,901
79,Bomba,Fabricante_C,Modelo_8,65,887
80,Bomba,Fabricante_A,Modelo_2,357,811
81,Bomba,Fabricante_A,Modelo_4,397,572
82,Bomba,Fabricante_A,Modelo_10,200,577
83,Generador,Fabricante_C,Modelo_2,234,598
84,Generador,Fabricante_A,Modelo_4,431,951
85,Generador,Fabricante_D,Modelo_1,105,731
86,Compresor,Fabricante_C,Modelo_2,319,994
87,Bomba,Fabricante_C,Modelo_1,324,894
88,Bomba,Fabricante_D,Modelo_4,345,642
89,Bomba,Fabricante_D,Modelo_1,61,837
90,Compresor,Fabricante_D,Modelo_6,61,662
91,Generador,Fabricante_C,Modelo_7,235,732
92,Bomba,Fabricante_D,Modelo_8,422,648
93,Bomba,Fabricante_A,Modelo_2,479,687
94,Motor,Fabricante_B,Modelo_3,231,860
95,Bomba,Fabricante_B,Modelo_3,357,641
96,Motor,Fabricante_C,Modelo_10,86,746
97,Motor,Fabricante_A,Modelo_9,411,901
98,Compresor,Fabricante_D,Modelo_8,205,855
99,Bomba,Fabricante_C,Modelo_4,82,660
100,Generador,Fabricante_B,Modelo_8,166,744
101,Motor,Fabricante_D,Modelo_3,475,593
102,Motor,Fabricante_D,Modelo_1,385,721
103,Bomba,Fabricante_D,Modelo_4,291,607
104,Generador,Fabricante_D,Modelo_6,403,981
105,Bomba,Fabricante_C,Modelo_10,255,790
106,Compresor,Fabricante_C,Modelo_7,174,702
107,Motor,Fabricante_D,Modelo_7,139,874
108,Motor,Fabricante_C,Modelo_1,330,891
109,Motor,Fabricante_B,Modelo_5,443,608
110,Generador,Fabricante_A,Modelo_3,493,508
111,Motor,Fabricante_D,Modelo_2,192,689
112,Motor,Fabricante_C,Modelo_6,324,924
113,Motor,Fabricante_D,Modelo_2,156,617
114,Bomba,Fabricante_D,Modelo_10,320,973
115,Bomba,Fabricante_D,Modelo_8,76,703
116,Motor,Fabricante_B,Modelo_9,200,843
117,Generador,Fabricante_A,Modelo_1,192,849
118,Bomba,Fabricante_A,Modelo_2,493,540
119,Compresor,Fabricante_C,Modelo_8,164,919
120,Compresor,Fabricante_A,Modelo_3,78,646
121,Compresor,Fabricante_B,Modelo_10,307,776
122,Motor,Fabricante_A,Modelo_5,311,862
123,Motor,Fabricante_C,Modelo_10,277,931
124,Generador,Fabricante_D,Modelo_6,249,510
125,Bomba,Fabricante_B,Modelo_6,157,669
126,Compresor,Fabricante_D,Modelo_2,237,732
127,Compresor,Fabricante_A,Modelo_2,428,706
128,Bomba,Fabricante_C,Modelo_8,121,561
129,Generador,Fabricante_D,Modelo_4,168,694
130,Bomba,Fabricante_B,Modelo_8,138,967
131,Compresor,Fabricante_C,Modelo_4,119,688
132,Compresor,Fabricante_D,Modelo_9,262,683
133,Compresor,Fabricante_A,Modelo_3,128,550
134,Bomba,Fabricante_D,Modelo_2,486,623
135,Motor,Fabricante_D,Modelo_10,284,926
136,Generador,Fabricante_C,Modelo_7,443,752
137,Bomba,Fabricante_A,Modelo_6,453,550
138,Generador,Fabricante_D,Modelo_6,144,551
139,Bomba,Fabricante_D,Modelo_3,421,915
140,Generador,Fabricante_A,Modelo_4,87,819
141,Bomba,Fabricante_D,Modelo_3,173,857
142,Bomba,Fabricante_B,Modelo_10,79,966
143,Compresor,Fabricante_C,Modelo_2,96,720
144,Bomba,Fabricante_B,Modelo_4,345,615
145,Compresor,Fabricante_D,Modelo_5,94,631
146,Motor,Fabricante_A,Modelo_10,221,734
147,Motor,Fabricante_D,Modelo_9,325,745
148,Generador,Fabricante_D,Modelo_8,68,924
149,Generador,Fabricante_C,Modelo_1,474,568
150,Generador,Fabricante_C,Modelo_10,99,802
151,Bomba,Fabricante_A,Modelo_9,223,598
152,Bomba,Fabricante_B,Modelo_5,88,966
153,Generador,Fabricante_A,Modelo_9,378,736
154,Bomba,Fabricante_C,Modelo_8,431,765
155,Motor,Fabricante_A,Modelo_2,293,852
156,Motor,Fabricante_A,Modelo_2,126,956
157,Motor,Fabricante_D,Modelo_9,289,911
158,Motor,Fabricante_B,Modelo_6,415,771
159,Generador,Fabricante_A,Modelo_5,383,552
160,Bomba,Fabricante_D,Modelo_5,330,919
161,Generador,Fabricante_A,Modelo_8,128,801
162,Generador,Fabricante_C,Modelo_9,335,530
163,Compresor,Fabricante_D,Modelo_1,427,554
164,Compresor,Fabricante_C,Modelo_2,440,522
165,Compresor,Fabricante_C,Modelo_3,197,672
166,Motor,Fabricante_A,Modelo_3,128,942
167,Generador,Fabricante_C,Modelo_5,170,841
168,Generador,Fabricante_C,Modelo_1,123,967
169,Generador,Fabricante_A,Modelo_5,412,783
170,Generador,Fabricante_C,Modelo_9,425,807
171,Generador,Fabricante_D,Modelo_1,132,575
172,Bomba,Fabricante_B,Modelo_6,352,939
173,Bomba,Fabricante_C,Modelo_7,495,883
174,Bomba,Fabricante_A,Modelo_7,122,619
175,Generador,Fabricante_A,Modelo_5,356,616
176,Compresor,Fabricante_A,Modelo_4,432,751
177,Compresor,Fabricante_A,Modelo_1,124,935
178,Generador,Fabricante_C,Modelo_6,201,538
179,Generador,Fabricante_B,Modelo_5,231,753
180,Bomba,Fabricante_A,Modelo_9,64,749
181,Bomba,Fabricante_B,Modelo_8,122,576
182,Bomba,Fabricante_A,Modelo_10,498,711
183,Generador,Fabricante_B,Modelo_7,377,846
184,Generador,Fabricante_D,Modelo_3,143,526
185,Generador,Fabricante_D,Modelo_4,364,612
186,Motor,Fabricante_C,Modelo_4,446,996
187,Bomba,Fabricante_C,Modelo_9,236,647
188,Generador,Fabricante_B,Modelo_6,325,512
189,Motor,Fabricante_A,Modelo_1,310,688
190,Bomba,Fabricante_D,Modelo_8,190,637
191,Bomba,Fabricante_C,Modelo_5,398,745
192,Compresor,Fabricante_A,Modelo_1,316,830
193,Compresor,Fabricante_D,Modelo_7,473,638
194,Compresor,Fabricante_B,Modelo_10,297,660
195,Generador,Fabricante_D,Modelo_9,306,787
196,Bomba,Fabricante_C,Modelo_7,221,983
197,Generador,Fabricante_A,Modelo_4,295,897
198,Compresor,Fabricante_B,Modelo_6,337,978
199,Generador,Fabricante_B,Modelo_8,153,604
200,Motor,Fabricante_D,Modelo_7,459,718
201,Motor,Fabricante_D,Modelo_6,445,846
202,Generador,Fabricante_C,Modelo_4,213,699
203,Bomba,Fabricante_B,Modelo_7,451,590
204,Compresor,Fabricante_B,Modelo_5,370,879
205,Bomba,Fabricante_B,Modelo_2,453,986
206,Generador,Fabricante_A,Modelo_4,151,729
207,Compresor,Fabricante_B,Modelo_1,289,711
208,Bomba,Fabricante_C,Modelo_7,92,504
209,Compresor,Fabricante_D,Modelo_4,204,828
210,Motor,Fabricante_B,Modelo_3,472,836
211,Generador,Fabricante_C,Modelo_8,463,757
212,Generador,Fabricante_C,Modelo_3,70,691
213,Motor,Fabricante_A,Modelo_3,374,530
214,Motor,Fabricante_A,Modelo_1,485,933
215,Bomba,Fabricante_C,Modelo_10,445,590
216,Motor,Fabricante_D,Modelo_8,173,881
217,Generador,Fabricante_A,Modelo_1,493,992
218,Generador,Fabricante_D,Modelo_10,286,719
219,Compresor,Fabricante_D,Modelo_2,332,836
220,Bomba,Fabricante_A,Modelo_8,112,517
221,Compresor,Fabricante_A,Modelo_6,442,984
222,Motor,Fabricante_B,Modelo_7,421,624
223,Generador,Fabricante_B,Modelo_2,133,740
224,Generador,Fabricante_A,Modelo_3,380,706
225,Compresor,Fabricante_B,Modelo_7,226,636
226,Generador,Fabricante_B,Modelo_10,378,982
227,Bomba,Fabricante_A,Modelo_7,307,574
228,Generador,Fabricante_B,Modelo_3,125,791
229,Bomba,Fabricante_D,Modelo_8,302,875
230,Compresor,Fabricante_B,Modelo_1,113,519
231,Motor,Fabricante_D,Modelo_4,356,952
232,Compresor,Fabricante_C,Modelo_3,299,630
233,Bomba,Fabricante_A,Modelo_3,126,895
234,Compresor,Fabricante_B,Modelo_3,124,980
235,Motor,Fabricante_A,Modelo_9,74,521
236,Compresor,Fabricante_D,Modelo_10,321,532
237,Compresor,Fabricante_B,Modelo_4,380,981
238,Motor,Fabricante_C,Modelo_9,295,787
239,Compresor,Fabricante_C,Modelo_2,135,954
240,Compresor,Fabricante_B,Modelo_9,92,862
241,Motor,Fabricante_C,Modelo_5,379,777
242,Generador,Fabricante_D,Modelo_3,356,787
243,Motor,Fabricante_B,Modelo_6,319,642
244,Compresor,Fabricante_A,Modelo_9,360,691
245,Compresor,Fabricante_C,Modelo_1,404,556
246,Bomba,Fabricante_C,Modelo_3,474,745
247,Bomba,Fabricante_A,Modelo_9,389,931
248,Generador,Fabricante_C,Modelo_8,467,662
249,Generador,Fabricante_B,Modelo_3,79,642
250,Bomba,Fabricante_B,Modelo_9,312,734
251,Motor,Fabricante_A,Modelo_7,489,591
252,Motor,Fabricante_B,Modelo_4,369,838
253,Bomba,Fabricante_C,Modelo_8,428,605
254,Generador,Fabricante_C,Modelo_7,136,679
255,Generador,Fabricante_D,Modelo_2,447,680
256,Compresor,Fabricante_B,Modelo_9,379,680
257,Compresor,Fabricante_C,Modelo_1,226,706
258,Compresor,Fabricante_C,Modelo_6,174,596
259,Compresor,Fabricante_D,Modelo_7,333,701
260,Generador,Fabricante_B,Modelo_10,99,687
261,Motor,Fabricante_D,Modelo_7,78,677
262,Bomba,Fabricante_B,Modelo_9,376,668
263,Compresor,Fabricante_B,Modelo_9,408,756
264,Motor,Fabricante_C,Modelo_3,169,744
265,Bomba,Fabricante_A,Modelo_3,364,520
266,Bomba,Fabricante_D,Modelo_7,127,871
267,Motor,Fabricante_B,Modelo_9,180,679
268,Bomba,Fabricante_A,Modelo_10,119,760
269,Compresor,Fabricante_A,Modelo_6,412,824
270,Bomba,Fabricante_D,Modelo_5,135,746
271,Motor,Fabricante_D,Modelo_4,464,893
272,Generador,Fabricante_D,Modelo_10,73,624
273,Compresor,Fabricante_C,Modelo_6,214,577
274,Bomba,Fabricante_A,Modelo_1,350,544
275,Motor,Fabricante_B,Modelo_10,113,644
276,Generador,Fabricante_B,Modelo_3,381,540
277,Motor,Fabricante_A,Modelo_6,150,551
278,Bomba,Fabricante_A,Modelo_8,369,720
279,Motor,Fabricante_A,Modelo_3,203,977
280,Motor,Fabricante_B,Modelo_3,374,768
281,Compresor,Fabricante_A,Modelo_8,462,522
282,Compresor,Fabricante_B,Modelo_5,175,611
283,Motor,Fabricante_B,Modelo_10,124,737
284,Bomba,Fabricante_C,Modelo_5,330,613
285,Bomba,Fabricante_C,Modelo_6,57,595
286,Motor,Fabricante_C,Modelo_10,135,653
287,Bomba,Fabricante_D,Modelo_10,100,819
288,Generador,Fabricante_B,Modelo_1,114,713
289,Motor,Fabricante_C,Modelo_9,177,516
290,Compresor,Fabricante_A,Modelo_10,146,737
291,Bomba,Fabricante_B,Modelo_7,96,567
292,Compresor,Fabricante_A,Modelo_10,370,763
293,Generador,Fabricante_B,Modelo_10,421,653
294,Compresor,Fabricante_D,Modelo_2,104,921
295,Compresor,Fabricante_D,Modelo_8,420,862
296,Generador,Fabricante_A,Modelo_1,230,573
297,Motor,Fabricante_B,Modelo_4,422,515
298,Generador,Fabricante_A,Modelo_4,388,983
299,Motor,Fabricante_D,Modelo_9,85,953
300,Motor,Fabricante_C,Modelo_3,482,756
301,Generador,Fabricante_D,Modelo_10,335,618
302,Bomba,Fabricante_C,Modelo_3,155,823
303,Bomba,Fabricante_D,Modelo_2,430,609
304,Bomba,Fabricante_D,Modelo_9,65,801
305,Generador,Fabricante_C,Modelo_8,358,819
306,Bomba,Fabricante_D,Modelo_8,225,889
307,Bomba,Fabricante_A,Modelo_10,481,522
308,Bomba,Fabricante_C,Modelo_8,253,796
309,Compresor,Fabricante_D,Modelo_2,101,705
310,Bomba,Fabricante_C,Modelo_5,428,815
311,Bomba,Fabricante_C,Modelo_2,84,803
312,Generador,Fabricante_C,Modelo_4,292,946
313,Generador,Fabricante_C,Modelo_4,323,847
314,Generador,Fabricante_A,Modelo_1,298,965
315,Compresor,Fabricante_C,Modelo_6,426,517
316,Compresor,Fabricante_D,Modelo_8,366,611
317,Generador,Fabricante_C,Modelo_4,400,904
318,Generador,Fabricante_A,Modelo_4,353,892
319,Compresor,Fabricante_C,Modelo_2,356,725
320,Bomba,Fabricante_C,Modelo_8,314,686
321,Motor,Fabricante_B,Modelo_3,310,869
322,Motor,Fabricante_D,Modelo_10,240,692
323,Bomba,Fabricante_C,Modelo_9,144,522
324,Motor,Fabricante_A,Modelo_6,235,744
325,Compresor,Fabricante_D,Modelo_2,362,785
326,Generador,Fabricante_A,Modelo_9,229,685
327,Compresor,Fabricante_A,Modelo_7,362,752
328,Bomba,Fabricante_A,Modelo_8,78,727
329,Bomba,Fabricante_B,Modelo_9,58,589
330,Motor,Fabricante_C,Modelo_5,110,701
331,Bomba,Fabricante_D,Modelo_8,485,838
332,Compresor,Fabricante_D,Modelo_6,299,857
333,Motor,Fabricante_A,Modelo_4,89,638
334,Bomba,Fabricante_B,Modelo_4,155,976
335,Bomba,Fabricante_A,Modelo_4,483,836
336,Motor,Fabricante_B,Modelo_7,456,773
337,Bomba,Fabricante_C,Modelo_7,432,742
338,Generador,Fabricante_D,Modelo_8,444,793
339,Compresor,Fabricante_A,Modelo_3,136,999
340,Generador,Fabricante_C,Modelo_10,187,532
341,Bomba,Fabricante_A,Modelo_2,404,841
342,Generador,Fabricante_C,Modelo_4,470,759
343,Compresor,Fabricante_C,Modelo_10,341,720
344,Bomba,Fabricante_C,Modelo_1,405,538
345,Motor,Fabricante_C,Modelo_7,211,576
346,Bomba,Fabricante_D,Modelo_4,57,604
347,Generador,Fabricante_D,Modelo_7,210,860
348,Generador,Fabricante_D,Modelo_4,86,991
349,Compresor,Fabricante_B,Modelo_2,278,575
350,Bomba,Fabricante_B,Modelo_6,312,663
351,Motor,Fabricante_D,Modelo_4,171,646
352,Bomba,Fabricante_B,Modelo_10,431,741
353,Bomba,Fabricante_B,Modelo_9,207,861
354,Compresor,Fabricante_D,Modelo_9,434,565
355,Generador,Fabricante_B,Modelo_1,264,828
356,Compresor,Fabricante_B,Modelo_10,440,546
357,Bomba,Fabricante_C,Modelo_4,420,602
358,Compresor,Fabricante_D,Modelo_10,492,702
359,Generador,Fabricante_B,Modelo_5,150,597
360,Compresor,Fabricante_B,Modelo_3,294,754
361,Compresor,Fabricante_A,Modelo_6,299,529
362,Motor,Fabricante_D,Modelo_5,301,837
363,Generador,Fabricante_A,Modelo_3,407,938
364,Generador,Fabricante_D,Modelo_5,446,807
365,Generador,Fabricante_A,Modelo_10,289,877
366,Generador,Fabricante_C,Modelo_4,65,622
367,Generador,Fabricante_C,Modelo_5,354,929
368,Bomba,Fabricante_A,Modelo_3,82,997
369,Bomba,Fabricante_C,Modelo_3,245,834
370,Compresor,Fabricante_C,Modelo_7,99,516
371,Bomba,Fabricante_A,Modelo_6,443,765
372,Generador,Fabricante_A,Modelo_1,53,607
373,Motor,Fabricante_A,Modelo_10,494,507
374,Bomba,Fabricante_A,Modelo_6,278,728
375,Bomba,Fabricante_C,Modelo_10,346,731
376,Motor,Fabricante_B,Modelo_7,138,774
377,Bomba,Fabricante_B,Modelo_8,109,578
378,Generador,Fabricante_B,Modelo_4,397,950
379,Generador,Fabricante_D,Modelo_2,389,823
380,Bomba,Fabricante_A,Modelo_3,336,994
381,Bomba,Fabricante_C,Modelo_4,415,911
382,Bomba,Fabricante_B,Modelo_9,440,690
383,Generador,Fabricante_A,Modelo_4,185,511
384,Bomba,Fabricante_D,Modelo_1,386,735
385,Compresor,Fabricante_D,Modelo_9,266,671
386,Compresor,Fabricante_A,Modelo_8,459,932
387,Motor,Fabricante_A,Modelo_10,491,931
388,Compresor,Fabricante_A,Modelo_4,475,942
389,Motor,Fabricante_C,Modelo_3,322,684
390,Bomba,Fabricante_A,Modelo_4,475,743
391,Bomba,Fabricante_D,Modelo_2,333,726
392,Bomba,Fabricante_C,Modelo_5,201,550
393,Bomba,Fabricante_A,Modelo_5,74,939
394,Motor,Fabricante_C,Modelo_8,114,659
395,Compresor,Fabricante_B,Modelo_2,262,692
396,Bomba,Fabricante_D,Modelo_6,373,848
397,Motor,Fabricante_C,Modelo_6,78,711
398,Motor,Fabricante_C,Modelo_6,474,793
399,Motor,Fabricante_A,Modelo_8,395,616
400,Generador,Fabricante_B,Modelo_4,279,642
401,Compresor,Fabricante_C,Modelo_3,157,877
402,Compresor,Fabricante_B,Modelo_9,415,797
403,Generador,Fabricante_A,Modelo_5,410,608
404,Bomba,Fabricante_A,Modelo_9,155,614
405,Motor,Fabricante_C,Modelo_6,497,976
406,Motor,Fabricante_A,Modelo_3,121,664
407,Bomba,Fabricante_A,Modelo_3,271,863
408,Generador,Fabricante_A,Modelo_4,360,796
409,Bomba,Fabricante_C,Modelo_7,325,927
410,Generador,Fabricante_C,Modelo_5,176,591
411,Bomba,Fabricante_A,Modelo_10,231,822
412,Motor,Fabricante_B,Modelo_7,463,571
413,Motor,Fabricante_D,Modelo_1,203,854
414,Generador,Fabricante_A,Modelo_10,319,980
415,Motor,Fabricante_A,Modelo_6,191,762
416,Motor,Fabricante_C,Modelo_8,399,965
417,Bomba,Fabricante_D,Modelo_9,166,826
418,Compresor,Fabricante_A,Modelo_8,81,886
419,Motor,Fabricante_B,Modelo_6,451,701
420,Generador,Fabricante_C,Modelo_1,227,536
421,Motor,Fabricante_A,Modelo_7,183,640
422,Bomba,Fabricante_B,Modelo_2,289,876
423,Compresor,Fabricante_C,Modelo_7,391,868
424,Motor,Fabricante_C,Modelo_5,405,920
425,Bomba,Fabricante_C,Modelo_8,104,691
426,Generador,Fabricante_B,Modelo_8,498,937
427,Motor,Fabricante_C,Modelo_6,78,975
428,Motor,Fabricante_C,Modelo_5,86,691
429,Generador,Fabricante_C,Modelo_3,458,843
430,Generador,Fabricante_B,Modelo_5,212,527
431,Motor,Fabricante_A,Modelo_9,245,677
432,Motor,Fabricante_B,Modelo_8,246,981
433,Compresor,Fabricante_C,Modelo_4,96,932
434,Generador,Fabricante_D,Modelo_3,438,513
435,Generador,Fabricante_B,Modelo_5,193,739
436,Generador,Fabricante_B,Modelo_2,229,789
437,Generador,Fabricante_B,Modelo_8,442,809
438,Compresor,Fabricante_D,Modelo_5,332,579
439,Motor,Fabricante_C,Modelo_3,337,743
440,Bomba,Fabricante_C,Modelo_10,177,822
441,Motor,Fabricante_D,Modelo_5,410,551
442,Motor,Fabricante_B,Modelo_1,360,824
443,Compresor,Fabricante_B,Modelo_2,353,510
444,Compresor,Fabricante_A,Modelo_5,396,762
445,Bomba,Fabricante_C,Modelo_4,194,528
446,Bomba,Fabricante_D,Modelo_3,229,545
447,Bomba,Fabricante_D,Modelo_8,336,760
448,Compresor,Fabricante_B,Modelo_5,110,632
449,Generador,Fabricante_C,Modelo_4,264,767
450,Compresor,Fabricante_B,Modelo_3,71,930
451,Motor,Fabricante_B,Modelo_3,292,790
452,Compresor,Fabricante_A,Modelo_8,232,561
453,Bomba,Fabricante_A,Modelo_1,223,641
454,Compresor,Fabricante_B,Modelo_9,259,914
455,Compresor,Fabricante_C,Modelo_5,354,955
456,Generador,Fabricante_D,Modelo_1,149,707
457,Bomba,Fabricante_C,Modelo_9,75,668
458,Compresor,Fabricante_A,Modelo_2,463,577
459,Bomba,Fabricante_A,Modelo_7,456,978
460,Motor,Fabricante_D,Modelo_3,338,901
461,Bomba,Fabricante_A,Modelo_9,70,647
462,Compresor,Fabricante_C,Modelo_7,355,765
463,Generador,Fabricante_A,Modelo_5,379,796
464,Bomba,Fabricante_A,Modelo_9,461,854
465,Bomba,Fabricante_B,Modelo_2,365,634
466,Bomba,Fabricante_D,Modelo_5,218,606
467,Bomba,Fabricante_D,Modelo_1,86,702
468,Generador,Fabricante_C,Modelo_7,411,743
469,Generador,Fabricante_D,Modelo_3,102,704
470,Compresor,Fabricante_D,Modelo_4,52,678
471,Compresor,Fabricante_D,Modelo_4,97,912
472,Motor,Fabricante_C,Modelo_3,145,781
473,Motor,Fabricante_B,Modelo_8,153,515
474,Bomba,Fabricante_B,Modelo_4,141,695
475,Motor,Fabricante_D,Modelo_4,447,862
476,Generador,Fabricante_C,Modelo_7,155,669
477,Motor,Fabricante_C,Modelo_4,198,974
478,Motor,Fabricante_C,Modelo_2,191,891
479,Compresor,Fabricante_D,Modelo_8,75,570
480,Motor,Fabricante_A,Modelo_7,391,609
481,Motor,Fabricante_D,Modelo_10,148,964
482,Bomba,Fabricante_B,Modelo_9,399,718
483,Generador,Fabricante_B,Modelo_10,139,920
484,Motor,Fabricante_C,Modelo_10,406,671
485,Generador,Fabricante_A,Modelo_5,256,883
486,Bomba,Fabricante_C,Modelo_2,123,551
487,Bomba,Fabricante_D,Modelo_9,264,911
488,Generador,Fabricante_D,Modelo_4,402,601
489,Bomba,Fabricante_C,Modelo_6,172,702
490,Compresor,Fabricante_C,Modelo_2,413,790
491,Compresor,Fabricante_C,Modelo_3,105,750
492,Motor,Fabricante_B,Modelo_2,294,542
493,Generador,Fabricante_C,Modelo_6,432,761
494,Bomba,Fabricante_B,Modelo_8,264,892
495,Compresor,Fabricante_C,Modelo_1,413,694
496,Bomba,Fabricante_A,Modelo_1,400,950
497,Generador,Fabricante_D,Modelo_3,413,611
498,Bomba,Fabricante_A,Modelo_7,219,608
499,Generador,Fabricante_D,Modelo_1,471,871
500,Motor,Fabricante_A,Modelo_2,463,769
