ID_Registro,ID_Equipo,Fecha,Temperatura_C,Vibracion_mm_s,Horas_Operativas
39,202,2020-01-02 14:00:00,86.62,0.99,46977.0
40,153,2020-01-02 15:00:00,83.87,0.34,39957.0
41,371,2020-01-02 16:00:00,136.52,4.5,41377.0
42,226,2020-01-02 17:00:00,132.62,1.93,28520.0
43,337,2020-01-02 18:00:00,125.34,1.73,78363.0
44,45,2020-01-02 19:00:00,121.26,2.28,79793.0
45,186,2020-01-02 20:00:00,126.14,4.07,78922.0
46,185,2020-01-02 21:00:00,121.04,0.16,89849.0
47,477,2020-01-02 22:00:00,90.36,1.16,98904.0
48,87,2020-01-02 23:00:00,86.1,2.68,59050.0
49,67,2020-01-03 00:00:00,109.71,2.5,99428.0
50,85,2020-01-03 01:00:00,111.32,2.05,29191.0
51,129,2020-01-03 02:00:00,81.15,2.91,36650.0
52,322,2020-01-03 03:00:00,55.99,4.43,98530.0
53,373,2020-01-03 04:00:00,57.08,3.21,36290.0
54,357,2020-01-03 05:00:00,87.83,1.95,91899.0
55,40,2020-01-03 06:00:00,115.01,1.74,62211.0
56,404,2020-01-03 07:00:00,74.67,2.29,30148.0
57,103,2020-01-03 08:00:00,129.77,4.84,26795.0
58,18,2020-01-03 09:00:00,149.0,4.49,99272.0
59,385,2020-01-03 10:00:00,62.7,3.48,96625.0
60,361,2020-01-03 11:00:00,146.78,3.79,48141.0
61,456,2020-01-03 12:00:00,108.74,1.01,90559.0
62,370,2020-01-03 13:00:00,119.26,1.45,18838.0
63,5,2020-01-03 14:00:00,98.95,4.34,63432.0
64,458,2020-01-03 15:00:00,103.13,4.28,28355.0
65,301,2020-01-03 16:00:00,77.65,3.53,70577.0
66,199,2020-01-03 17:00:00,112.38,3.84,6958.0
67,352,2020-01-03 18:00:00,62.34,1.1,26547.0
68,362,2020-01-03 19:00:00,75.93,4.36,51676.0
69,445,2020-01-03 20:00:00,87.6,2.35,1576.0
70,150,2020-01-03 21:00:00,99.54,3.05,32526.0
71,357,2020-01-03 22:00:00,85.57,3.44,9892.0
72,202,2020-01-03 23:00:00,95.91,2.25,15820.0
73,186,2020-01-04 00:00:00,141.61,1.79,62120.0
74,345,2020-01-04 01:00:00,95.57,4.01,11388.0
75,488,2020-01-04 02:00:00,57.91,2.72,25347.0
76,340,2020-01-04 03:00:00,85.04,2.04,78350.0
77,442,2020-01-04 04:00:00,123.14,1.08,19290.0
78,32,2020-01-04 05:00:00,146.62,2.42,15455.0
79,247,2020-01-04 06:00:00,118.73,1.46,47827.0
80,68,2020-01-04 07:00:00,111.22,0.42,75888.0
81,234,2020-01-04 08:00:00,125.97,4.89,39472.0
82,2,2020-01-04 09:00:00,129.66,0.54,83149.0
83,208,2020-01-04 10:00:00,61.99,1.31,71059.0
84,8,2020-01-04 11:00:00,97.02,4.1,20580.0
85,291,2020-01-04 12:00:00,125.84,2.0,29522.0
86,424,2020-01-04 13:00:00,71.22,1.09,52346.0
87,82,2020-01-04 14:00:00,144.77,1.25,24432.0
88,148,2020-01-04 15:00:00,84.19,0.9,56763.0
89,418,2020-01-04 16:00:00,80.78,3.59,72606.0
90,478,2020-01-04 17:00:00,75.15,0.3,22852.0
91,86,2020-01-04 18:00:00,115.27,2.15,98591.0
92,324,2020-01-04 19:00:00,74.82,4.14,10659.0
93,195,2020-01-04 20:00:00,112.05,1.35,41278.0
94,391,2020-01-04 21:00:00,113.25,2.57,20153.0
95,59,2020-01-04 22:00:00,112.48,2.46,1376.0
96,361,2020-01-04 23:00:00,101.97,1.6,21763.0
97,388,2020-01-05 00:00:00,121.38,4.99,58128.0
98,311,2020-01-05 01:00:00,87.28,1.59,51649.0
99,93,2020-01-05 02:00:00,56.23,1.6,76234.0
100,351,2020-01-05 03:00:00,96.87,4.94,75847.0
101,425,2020-01-05 04:00:00,133.53,3.1,32944.0
102,65,2020-01-05 05:00:00,80.17,3.26,38551.0
103,369,2020-01-05 06:00:00,75.54,4.3,43741.0
104,51,2020-01-05 07:00:00,77.44,2.4,98646.0
105,108,2020-01-05 08:00:00,102.52,3.4,95502.0
106,40,2020-01-05 09:00:00,76.61,0.16,20891.0
107,403,2020-01-05 10:00:00,61.95,4.66,96881.0
108,269,2020-01-05 11:00:00,68.86,1.15,94313.0
109,493,2020-01-05 12:00:00,71.7,4.45,89578.0
110,152,2020-01-05 13:00:00,59.77,3.08,11457.0
111,128,2020-01-05 14:00:00,73.94,0.18,21595.0
112,115,2020-01-05 15:00:00,133.69,2.19,9008.0
113,85,2020-01-05 16:00:00,113.29,1.15,96991.0
114,351,2020-01-05 17:00:00,54.82,2.8,25778.0
115,312,2020-01-05 18:00:00,74.14,0.39,53829.0
116,74,2020-01-05 19:00:00,56.12,1.11,70460.0
117,84,2020-01-05 20:00:00,50.06,3.62,11663.0
118,335,2020-01-05 21:00:00,136.17,3.62,56774.0
119,411,2020-01-05 22:00:00,137.6,1.07,4610.0
120,297,2020-01-05 23:00:00,76.25,4.83,41738.0
121,421,2020-01-06 00:00:00,60.13,0.99,44600.0
122,103,2020-01-06 01:00:00,126.15,4.58,77604.0
123,498,2020-01-06 02:00:00,130.07,0.37,53524.0
124,441,2020-01-06 03:00:00,74.95,4.88,51929.0
125,234,2020-01-06 04:00:00,125.25,3.65,48799.0
126,427,2020-01-06 05:00:00,67.03,1.38,23464.0
127,138,2020-01-06 06:00:00,57.5,3.09,15446.0
128,243,2020-01-06 07:00:00,103.39,1.62,20798.0
129,173,2020-01-06 08:00:00,56.01,4.36,4723.0
130,193,2020-01-06 09:00:00,113.07,0.89,25231.0
131,296,2020-01-06 10:00:00,104.25,1.55,74227.0
132,127,2020-01-06 11:00:00,122.17,4.15,27722.0
133,240,2020-01-06 12:00:00,91.98,0.16,27848.0
134,69,2020-01-06 13:00:00,102.25,4.7,94635.0
135,157,2020-01-06 14:00:00,75.92,1.79,10616.0
136,82,2020-01-06 15:00:00,140.12,0.52,61018.0
137,92,2020-01-06 16:00:00,105.37,2.2,67919.0
138,429,2020-01-06 17:00:00,126.94,2.96,46044.0
139,392,2020-01-06 18:00:00,144.1,1.22,37710.0
140,215,2020-01-06 19:00:00,121.05,4.29,18314.0
141,141,2020-01-06 20:00:00,113.87,2.01,68941.0
142,446,2020-01-06 21:00:00,72.64,0.11,71054.0
143,257,2020-01-06 22:00:00,68.39,1.27,82354.0
144,220,2020-01-06 23:00:00,142.6,2.88,5918.0
145,324,2020-01-07 00:00:00,84.37,0.54,5251.0
146,74,2020-01-07 01:00:00,50.42,1.51,23305.0
147,37,2020-01-07 02:00:00,77.85,1.36,85702.0
148,469,2020-01-07 03:00:00,103.3,1.9,61681.0
149,333,2020-01-07 04:00:00,101.93,4.4,63235.0
150,48,2020-01-07 05:00:00,98.85,2.82,92040.0
151,296,2020-01-07 06:00:00,134.63,1.2,46143.0
152,199,2020-01-07 07:00:00,102.16,3.16,50348.0
153,40,2020-01-07 08:00:00,82.87,2.99,19851.0
154,421,2020-01-07 09:00:00,115.67,2.48,16421.0
155,19,2020-01-07 10:00:00,69.11,1.77,69351.0
156,366,2020-01-07 11:00:00,125.75,4.98,98451.0
157,410,2020-01-07 12:00:00,100.63,0.74,46991.0
158,383,2020-01-07 13:00:00,60.64,1.75,88092.0
159,66,2020-01-07 14:00:00,52.14,4.37,58213.0
160,118,2020-01-07 15:00:00,137.43,1.92,87239.0
161,259,2020-01-07 16:00:00,145.19,4.75,21200.0
162,241,2020-01-07 17:00:00,65.86,3.11,50757.0
163,202,2020-01-07 18:00:00,146.77,2.36,97699.0
164,175,2020-01-07 19:00:00,146.68,1.22,35924.0
165,158,2020-01-07 20:00:00,72.38,0.44,94305.0
166,50,2020-01-07 21:00:00,69.4,2.4,16540.0
167,133,2020-01-07 22:00:00,92.88,2.26,99542.0
168,432,2020-01-07 23:00:00,124.81,3.55,81946.0
169,37,2020-01-08 00:00:00,122.72,3.28,45165.0
170,375,2020-01-08 01:00:00,53.73,4.82,62300.0
171,403,2020-01-08 02:00:00,144.2,2.85,51291.0
172,45,2020-01-08 03:00:00,148.96,1.67,55769.0
173,246,2020-01-08 04:00:00,76.41,4.08,70259.0
174,302,2020-01-08 05:00:00,137.78,2.08,42522.0
175,348,2020-01-08 06:00:00,60.16,4.09,42142.0
176,227,2020-01-08 07:00:00,71.15,3.71,60781.0
177,188,2020-01-08 08:00:00,103.28,1.33,23682.0
178,438,2020-01-08 09:00:00,119.24,0.88,40257.0
179,171,2020-01-08 10:00:00,118.15,1.64,30493.0
180,178,2020-01-08 11:00:00,147.41,2.95,49185.0
181,225,2020-01-08 12:00:00,136.44,0.98,32909.0
182,40,2020-01-08 13:00:00,131.91,4.91,77456.0
183,409,2020-01-08 14:00:00,130.38,3.29,22729.0
184,232,2020-01-08 15:00:00,125.68,4.3,60195.0
185,262,2020-01-08 16:00:00,113.38,4.05,98719.0
186,356,2020-01-08 17:00:00,67.78,4.05,73792.0
187,75,2020-01-08 18:00:00,55.58,3.45,59101.0
188,57,2020-01-08 19:00:00,139.1,0.88,76978.0
189,375,2020-01-08 20:00:00,97.07,1.89,50204.0
190,485,2020-01-08 21:00:00,80.2,3.61,81257.0
191,299,2020-01-08 22:00:00,145.75,3.56,49630.0
192,34,2020-01-08 23:00:00,74.71,3.88,57626.0
193,479,2020-01-09 00:00:00,109.01,0.71,96856.0
194,289,2020-01-09 01:00:00,106.35,2.63,54701.0
195,246,2020-01-09 02:00:00,65.33,0.64,61832.0
196,129,2020-01-09 03:00:00,134.83,3.82,67390.0
197,63,2020-01-09 04:00:00,101.04,3.78,31680.0
198,34,2020-01-09 05:00:00,94.69,1.37,47599.0
199,485,2020-01-09 06:00:00,127.16,1.79,49870.0
200,428,2020-01-09 07:00:00,94.82,4.0,2790.0
201,209,2020-01-09 08:00:00,61.34,1.39,57131.0
202,484,2020-01-09 09:00:00,143.61,0.14,50359.0
203,22,2020-01-09 10:00:00,63.59,4.52,52556.0
204,15,2020-01-09 11:00:00,149.62,1.25,91853.0
205,422,2020-01-09 12:00:00,135.9,2.09,61022.0
206,460,2020-01-09 13:00:00,73.28,2.45,44356.0
207,220,2020-01-09 14:00:00,83.62,0.23,52234.0
208,42,2020-01-09 15:00:00,60.68,1.29,28967.0
209,462,2020-01-09 16:00:00,120.37,2.38,1824.0
210,139,2020-01-09 17:00:00,68.25,3.93,22876.0
211,178,2020-01-09 18:00:00,68.73,4.16,20236.0
212,105,2020-01-09 19:00:00,79.43,3.38,13317.0
213,152,2020-01-09 20:00:00,147.64,1.01,13886.0
214,376,2020-01-09 21:00:00,81.18,3.48,28976.0
215,81,2020-01-09 22:00:00,54.77,1.97,93262.0
216,103,2020-01-09 23:00:00,114.1,3.36,2737.0
217,116,2020-01-10 00:00:00,69.15,4.52,56275.0
218,65,2020-01-10 01:00:00,69.88,1.8,41430.0
219,4,2020-01-10 02:00:00,51.71,3.63,98682.0
220,212,2020-01-10 03:00:00,109.02,2.15,86146.0
221,107,2020-01-10 04:00:00,124.98,4.99,9349.0
222,389,2020-01-10 05:00:00,69.26,3.54,22425.0
223,159,2020-01-10 06:00:00,86.12,1.02,57340.0
224,388,2020-01-10 07:00:00,90.75,0.41,58879.0
225,239,2020-01-10 08:00:00,134.94,0.9,63370.0
226,491,2020-01-10 09:00:00,92.1,1.68,20141.0
227,399,2020-01-10 10:00:00,57.47,1.58,16168.0
228,483,2020-01-10 11:00:00,130.4,3.67,97359.0
229,318,2020-01-10 12:00:00,67.14,1.12,70026.0
230,21,2020-01-10 13:00:00,77.31,4.7,64012.0
231,453,2020-01-10 14:00:00,79.14,3.86,11181.0
232,104,2020-01-10 15:00:00,79.09,1.24,75743.0
233,407,2020-01-10 16:00:00,53.72,1.66,9388.0
234,470,2020-01-10 17:00:00,106.51,4.25,16538.0
235,300,2020-01-10 18:00:00,53.94,3.43,36067.0
236,169,2020-01-10 19:00:00,144.85,3.21,46970.0
237,305,2020-01-10 20:00:00,129.27,4.84,85363.0
238,148,2020-01-10 21:00:00,119.95,1.18,47490.0
239,85,2020-01-10 22:00:00,109.74,3.19,20148.0
240,456,2020-01-10 23:00:00,129.09,1.09,79140.0
241,225,2020-01-11 00:00:00,118.81,2.2,2421.0
242,138,2020-01-11 01:00:00,106.55,3.52,62651.0
243,29,2020-01-11 02:00:00,95.44,2.41,85228.0
244,84,2020-01-11 03:00:00,140.28,2.94,12966.0
245,358,2020-01-11 04:00:00,106.42,1.4,73246.0
246,444,2020-01-11 05:00:00,100.27,4.8,85033.0
247,72,2020-01-11 06:00:00,99.88,0.64,22002.0
248,465,2020-01-11 07:00:00,103.31,3.66,68862.0
249,247,2020-01-11 08:00:00,105.06,2.46,91036.0
250,480,2020-01-11 09:00:00,63.3,3.22,89102.0
251,47,2020-01-11 10:00:00,92.51,3.94,19283.0
252,495,2020-01-11 11:00:00,67.41,2.62,43357.0
253,49,2020-01-11 12:00:00,71.28,2.31,57943.0
254,60,2020-01-11 13:00:00,99.49,3.8,40112.0
255,215,2020-01-11 14:00:00,126.45,3.89,26199.0
256,120,2020-01-11 15:00:00,81.53,4.15,51683.0
257,470,2020-01-11 16:00:00,109.24,2.67,82341.0
258,440,2020-01-11 17:00:00,55.29,4.0,60813.0
259,317,2020-01-11 18:00:00,130.03,2.04,88711.0
260,336,2020-01-11 19:00:00,73.83,1.9,1240.0
261,421,2020-01-11 20:00:00,74.84,1.49,42786.0
262,125,2020-01-11 21:00:00,95.65,4.5,81395.0
263,444,2020-01-11 22:00:00,61.49,3.75,89092.0
264,317,2020-01-11 23:00:00,99.82,1.4,7810.0
265,382,2020-01-12 00:00:00,95.67,3.32,5794.0
266,345,2020-01-12 01:00:00,110.9,0.23,22343.0
267,150,2020-01-12 02:00:00,80.42,0.12,81098.0
268,120,2020-01-12 03:00:00,117.15,1.24,4946.0
269,206,2020-01-12 04:00:00,72.81,4.78,51504.0
270,53,2020-01-12 05:00:00,88.64,2.09,86769.0
271,335,2020-01-12 06:00:00,61.3,3.63,44125.0
272,458,2020-01-12 07:00:00,101.43,2.31,5528.0
273,85,2020-01-12 08:00:00,122.55,3.23,79718.0
274,3,2020-01-12 09:00:00,114.12,2.34,82409.0
275,358,2020-01-12 10:00:00,61.92,3.06,83026.0
276,214,2020-01-12 11:00:00,80.86,1.57,76798.0
277,12,2020-01-12 12:00:00,118.31,1.29,29831.0
278,358,2020-01-12 13:00:00,133.17,3.09,30592.0
279,479,2020-01-12 14:00:00,101.58,4.82,25116.0
280,176,2020-01-12 15:00:00,131.76,3.86,11883.0
281,41,2020-01-12 16:00:00,53.76,1.86,22009.0
282,210,2020-01-12 17:00:00,84.47,2.87,14884.0
283,93,2020-01-12 18:00:00,106.24,2.63,91129.0
284,283,2020-01-12 19:00:00,140.93,1.92,24422.0
285,463,2020-01-12 20:00:00,104.83,4.9,28343.0
286,42,2020-01-12 21:00:00,82.25,4.37,39226.0
287,489,2020-01-12 22:00:00,148.67,1.91,72061.0
288,334,2020-01-12 23:00:00,68.92,2.21,57699.0
289,172,2020-01-13 00:00:00,60.43,3.1,43241.0
290,123,2020-01-13 01:00:00,118.06,4.86,76090.0
291,155,2020-01-13 02:00:00,103.04,4.7,38910.0
292,303,2020-01-13 03:00:00,146.26,3.8,61348.0
293,224,2020-01-13 04:00:00,142.62,3.62,60561.0
294,47,2020-01-13 05:00:00,118.37,4.37,65427.0
295,425,2020-01-13 06:00:00,121.12,2.96,37299.0
296,110,2020-01-13 07:00:00,79.44,4.94,82764.0
297,271,2020-01-13 08:00:00,80.53,2.82,67386.0
298,190,2020-01-13 09:00:00,139.73,3.0,72301.0
299,432,2020-01-13 10:00:00,129.92,3.18,49616.0
300,189,2020-01-13 11:00:00,134.79,2.82,27171.0
301,84,2020-01-13 12:00:00,128.92,3.02,15972.0
302,273,2020-01-13 13:00:00,115.37,3.29,80717.0
303,41,2020-01-13 14:00:00,110.39,1.08,45935.0
304,166,2020-01-13 15:00:00,148.49,3.83,14734.0
305,5,2020-01-13 16:00:00,89.98,0.74,32646.0
306,13,2020-01-13 17:00:00,55.39,4.77,31853.0
307,36,2020-01-13 18:00:00,139.97,4.31,41114.0
308,101,2020-01-13 19:00:00,74.03,4.43,91425.0
309,308,2020-01-13 20:00:00,66.77,4.83,88115.0
310,413,2020-01-13 21:00:00,56.8,0.43,61159.0
311,148,2020-01-13 22:00:00,128.02,2.95,49142.0
312,450,2020-01-13 23:00:00,98.95,3.63,92979.0
313,373,2020-01-14 00:00:00,83.23,3.53,76433.0
314,71,2020-01-14 01:00:00,146.53,1.94,28439.0
315,208,2020-01-14 02:00:00,56.3,3.94,41906.0
316,373,2020-01-14 03:00:00,124.43,2.71,6929.0
317,330,2020-01-14 04:00:00,76.57,4.73,51542.0
318,337,2020-01-14 05:00:00,136.47,0.15,74182.0
319,117,2020-01-14 06:00:00,148.06,4.96,85231.0
320,106,2020-01-14 07:00:00,52.46,1.74,90275.0
321,250,2020-01-14 08:00:00,77.15,3.79,45252.0
322,186,2020-01-14 09:00:00,92.1,0.44,4290.0
323,415,2020-01-14 10:00:00,80.84,2.42,56554.0
324,273,2020-01-14 11:00:00,79.16,2.63,54865.0
325,467,2020-01-14 12:00:00,127.01,0.46,54384.0
326,99,2020-01-14 13:00:00,84.14,2.7,75526.0
327,398,2020-01-14 14:00:00,65.31,0.2,76057.0
328,338,2020-01-14 15:00:00,75.3,2.89,81794.0
329,406,2020-01-14 16:00:00,105.99,0.25,6343.0
330,178,2020-01-14 17:00:00,92.9,4.43,97755.0
331,114,2020-01-14 18:00:00,101.71,1.99,24340.0
332,318,2020-01-14 19:00:00,76.8,4.81,96571.0
333,207,2020-01-14 20:00:00,95.67,3.57,73779.0
334,64,2020-01-14 21:00:00,127.52,1.51,81841.0
335,334,2020-01-14 22:00:00,102.54,1.29,26573.0
336,231,2020-01-14 23:00:00,133.42,4.67,74252.0
337,351,2020-01-15 00:00:00,59.31,1.05,37821.0
338,493,2020-01-15 01:00:00,117.7,2.13,63055.0
339,15,2020-01-15 02:00:00,138.03,2.17,56681.0
340,194,2020-01-15 03:00:00,93.88,2.85,79051.0
341,296,2020-01-15 04:00:00,73.39,2.14,43655.0
342,141,2020-01-15 05:00:00,105.8,2.07,31551.0
343,488,2020-01-15 06:00:00,131.27,3.72,12019.0
344,287,2020-01-15 07:00:00,116.36,2.54,91020.0
345,258,2020-01-15 08:00:00,112.72,1.07,7999.0
346,386,2020-01-15 09:00:00,68.89,3.48,4737.0
347,176,2020-01-15 10:00:00,95.55,4.8,16428.0
348,43,2020-01-15 11:00:00,124.89,4.38,78572.0
349,216,2020-01-15 12:00:00,65.7,1.04,74986.0
350,283,2020-01-15 13:00:00,82.99,4.21,14360.0
351,332,2020-01-15 14:00:00,100.58,3.65,80518.0
352,335,2020-01-15 15:00:00,108.52,0.87,78846.0
353,195,2020-01-15 16:00:00,107.82,3.92,33936.0
354,477,2020-01-15 17:00:00,73.42,1.12,10414.0
355,230,2020-01-15 18:00:00,50.19,2.09,27836.0
356,78,2020-01-15 19:00:00,118.58,1.43,71207.0
357,125,2020-01-15 20:00:00,57.25,3.39,59878.0
358,337,2020-01-15 21:00:00,113.18,4.72,13957.0
359,190,2020-01-15 22:00:00,51.2,2.62,50773.0
360,334,2020-01-15 23:00:00,147.73,2.77,83583.0
361,390,2020-01-16 00:00:00,86.31,2.67,76236.0
362,483,2020-01-16 01:00:00,104.3,3.96,15410.0
363,212,2020-01-16 02:00:00,69.96,1.38,63421.0
364,298,2020-01-16 03:00:00,97.98,4.12,43864.0
365,224,2020-01-16 04:00:00,137.95,2.17,61222.0
366,151,2020-01-16 05:00:00,125.23,0.38,6902.0
367,69,2020-01-16 06:00:00,104.29,1.2,60715.0
368,69,2020-01-16 07:00:00,52.09,4.63,6907.0
369,98,2020-01-16 08:00:00,122.46,2.61,46963.0
370,223,2020-01-16 09:00:00,85.56,1.46,92987.0
371,455,2020-01-16 10:00:00,94.88,3.63,8051.0
372,200,2020-01-16 11:00:00,53.31,2.52,62259.0
373,477,2020-01-16 12:00:00,79.23,4.69,39696.0
374,465,2020-01-16 13:00:00,110.84,1.94,28439.0
375,303,2020-01-16 14:00:00,82.98,3.09,18824.0
376,166,2020-01-16 15:00:00,86.79,2.83,99261.0
377,478,2020-01-16 16:00:00,147.28,1.04,69181.0
378,259,2020-01-16 17:00:00,105.22,1.69,41097.0
379,77,2020-01-16 18:00:00,90.45,3.64,10996.0
380,131,2020-01-16 19:00:00,121.01,1.82,94273.0
381,313,2020-01-16 20:00:00,127.65,3.62,55882.0
382,476,2020-01-16 21:00:00,62.78,2.07,33831.0
383,96,2020-01-16 22:00:00,63.92,3.4,75285.0
384,422,2020-01-16 23:00:00,68.83,2.6,28004.0
385,100,2020-01-17 00:00:00,148.01,3.27,34257.0
386,364,2020-01-17 01:00:00,112.71,1.15,75238.0
387,5,2020-01-17 02:00:00,108.01,3.45,4594.0
388,137,2020-01-17 03:00:00,100.86,1.85,4373.0
389,435,2020-01-17 04:00:00,97.53,1.82,11237.0
390,391,2020-01-17 05:00:00,85.96,4.87,96554.0
391,68,2020-01-17 06:00:00,58.66,0.2,81811.0
392,182,2020-01-17 07:00:00,68.35,4.25,73917.0
393,387,2020-01-17 08:00:00,143.06,4.63,58159.0
394,462,2020-01-17 09:00:00,109.75,2.08,41955.0
395,148,2020-01-17 10:00:00,109.93,0.86,52243.0
396,211,2020-01-17 11:00:00,87.62,1.02,82279.0
397,245,2020-01-17 12:00:00,104.02,0.69,27333.0
398,438,2020-01-17 13:00:00,129.11,0.26,71431.0
399,37,2020-01-17 14:00:00,91.37,2.99,64817.0
400,223,2020-01-17 15:00:00,70.59,3.27,11470.0
401,129,2020-01-17 16:00:00,74.36,3.47,45966.0
402,248,2020-01-17 17:00:00,95.7,4.2,14286.0
403,150,2020-01-17 18:00:00,146.3,4.13,61353.0
404,77,2020-01-17 19:00:00,147.94,3.55,31994.0
405,337,2020-01-17 20:00:00,72.09,3.3,78356.0
406,389,2020-01-17 21:00:00,117.74,3.94,10890.0
407,410,2020-01-17 22:00:00,59.92,0.64,55938.0
408,40,2020-01-17 23:00:00,64.68,1.79,52138.0
409,94,2020-01-18 00:00:00,109.12,1.09,10781.0
410,118,2020-01-18 01:00:00,113.56,1.55,16048.0
411,157,2020-01-18 02:00:00,64.33,1.12,59013.0
412,238,2020-01-18 03:00:00,63.13,3.83,34046.0
413,127,2020-01-18 04:00:00,117.06,4.74,4871.0
414,251,2020-01-18 05:00:00,80.47,2.32,59015.0
415,225,2020-01-18 06:00:00,146.27,1.48,21926.0
416,484,2020-01-18 07:00:00,95.9,3.34,1448.0
417,388,2020-01-18 08:00:00,104.64,4.09,26828.0
418,324,2020-01-18 09:00:00,114.56,4.25,45787.0
419,464,2020-01-18 10:00:00,92.4,3.74,84390.0
420,308,2020-01-18 11:00:00,52.72,4.23,61815.0
421,201,2020-01-18 12:00:00,64.64,1.87,75582.0
422,459,2020-01-18 13:00:00,85.43,0.47,34836.0
423,7,2020-01-18 14:00:00,107.62,2.49,33715.0
424,364,2020-01-18 15:00:00,148.02,1.99,37855.0
425,468,2020-01-18 16:00:00,110.16,4.86,11131.0
426,296,2020-01-18 17:00:00,87.42,2.77,36846.0
427,470,2020-01-18 18:00:00,119.1,0.28,59616.0
428,236,2020-01-18 19:00:00,108.26,4.03,16734.0
429,227,2020-01-18 20:00:00,112.63,4.73,42972.0
430,331,2020-01-18 21:00:00,76.04,0.98,7270.0
431,351,2020-01-18 22:00:00,141.46,4.83,38757.0
432,436,2020-01-18 23:00:00,79.92,1.3,72887.0
433,8,2020-01-19 00:00:00,118.52,1.61,77238.0
434,351,2020-01-19 01:00:00,142.04,2.1,26097.0
435,341,2020-01-19 02:00:00,115.09,1.38,3449.0
436,3,2020-01-19 03:00:00,122.29,4.13,43414.0
437,177,2020-01-19 04:00:00,86.04,0.76,85486.0
438,413,2020-01-19 05:00:00,85.63,1.61,96643.0
439,302,2020-01-19 06:00:00,134.73,3.42,39387.0
440,220,2020-01-19 07:00:00,132.48,3.38,30673.0
441,13,2020-01-19 08:00:00,88.31,2.79,78628.0
442,372,2020-01-19 09:00:00,120.92,3.01,98872.0
443,92,2020-01-19 10:00:00,144.38,0.72,923.0
444,134,2020-01-19 11:00:00,134.63,2.95,48997.0
445,28,2020-01-19 12:00:00,99.43,0.59,25292.0
446,160,2020-01-19 13:00:00,130.81,4.31,88158.0
447,301,2020-01-19 14:00:00,97.94,3.94,54524.0
448,350,2020-01-19 15:00:00,81.21,4.09,56219.0
449,371,2020-01-19 16:00:00,95.89,2.36,2913.0
450,306,2020-01-19 17:00:00,120.94,0.69,74656.0
451,147,2020-01-19 18:00:00,121.59,4.1,91927.0
452,405,2020-01-19 19:00:00,94.92,4.08,82747.0
453,322,2020-01-19 20:00:00,130.48,2.97,64220.0
454,111,2020-01-19 21:00:00,86.67,0.77,22340.0
455,227,2020-01-19 22:00:00,123.5,2.17,16823.0
456,490,2020-01-19 23:00:00,112.52,2.97,56113.0
457,39,2020-01-20 00:00:00,109.12,4.17,96297.0
458,158,2020-01-20 01:00:00,108.69,4.25,69693.0
459,37,2020-01-20 02:00:00,57.55,4.89,50974.0
460,8,2020-01-20 03:00:00,69.43,2.57,23799.0
461,231,2020-01-20 04:00:00,108.56,0.4,93986.0
462,485,2020-01-20 05:00:00,93.97,1.53,60086.0
463,460,2020-01-20 06:00:00,64.06,3.84,68506.0
