ID_Equipo,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
58,Motor,Fabricante_D,Modelo_2,252,673
59,Generador,Fabricante_C,Modelo_7,117,721
60,Motor,Fabricante_D,Modelo_1,384,611
61,Bomba,Fabricante_D,Modelo_7,77,585
62,Generador,Fabricante_A,Modelo_5,108,818
63,Motor,Fabricante_B,Modelo_4,175,761
64,Generador,Fabricante_D,Modelo_10,289,796
65,Bomba,Fabricante_B,Modelo_5,468,762
66,Compresor,Fabricante_B,Modelo_6,461,789
67,Compresor,Fabricante_C,Modelo_1,458,842
68,Generador,Fabricante_B,Modelo_7,411,962
69,Compresor,Fabricante_A,Modelo_3,119,629
70,Motor,Fabricante_B,Modelo_8,50,968
71,Generador,Fabricante_B,Modelo_2,436,974
72,Motor,Fabricante_A,Modelo_5,454,560
73,Compresor,Fabricante_C,Modelo_5,457,863
74,Compresor,Fabricante_D,Modelo_10,113,502
75,Compresor,Fabricante_C,Modelo_3,255,861
76,Compresor,Fabricante_D,Modelo_6,426,938
77,Motor,Fabricante_B,Modelo_10,112,784
78,Bomba,Fabricante_A,Modelo_2,249,570
79,Motor,Fabricante_C,Modelo_1,423,613
80,Compresor,Fabricante_A,Modelo_10,323,832
81,Motor,Fabricante_B,Modelo_2,285,617
82,Motor,Fabricante_C,Modelo_2,375,576
83,Bomba,Fabricante_D,Modelo_1,285,714
84,Bomba,Fabricante_C,Modelo_7,462,653
85,Compresor,Fabricante_C,Modelo_3,330,618
86,Compresor,Fabricante_D,Modelo_7,180,725
87,Compresor,Fabricante_C,Modelo_1,490,651
88,Bomba,Fabricante_B,Modelo_10,129,522
89,Compresor,Fabricante_D,Modelo_3,281,750
90,Generador,Fabricante_A,Modelo_4,98,582
91,Compresor,Fabricante_B,Modelo_2,481,635
92,Bomba,Fabricante_B,Modelo_7,332,771
93,Compresor,Fabricante_C,Modelo_3,400,669
94,Compresor,Fabricante_D,Modelo_7,112,675
95,Bomba,Fabricante_C,Modelo_4,72,597
96,Motor,Fabricante_B,Modelo_6,76,649
97,Motor,Fabricante_A,Modelo_1,55,881
98,Motor,Fabricante_C,Modelo_10,381,747
99,Bomba,Fabricante_C,Modelo_2,247,515
100,Bomba,Fabricante_D,Modelo_10,435,814
101,Generador,Fabricante_B,Modelo_1,337,861
102,Compresor,Fabricante_B,Modelo_3,311,774
103,Compresor,Fabricante_B,Modelo_1,438,827
104,Bomba,Fabricante_D,Modelo_4,420,711
105,Compresor,Fabricante_D,Modelo_2,384,628
106,Motor,Fabricante_D,Modelo_3,448,801
107,Compresor,Fabricante_A,Modelo_7,195,748
108,Compresor,Fabricante_A,Modelo_9,181,560
109,Bomba,Fabricante_C,Modelo_6,446,963
110,Motor,Fabricante_D,Modelo_7,301,595
111,Bomba,Fabricante_B,Modelo_7,468,947
112,Generador,Fabricante_C,Modelo_2,113,606
113,Generador,Fabricante_B,Modelo_9,366,554
114,Motor,Fabricante_B,Modelo_10,494,523
115,Generador,Fabricante_C,Modelo_7,151,609
116,Motor,Fabricante_A,Modelo_10,150,667
117,Bomba,Fabricante_A,Modelo_6,364,725
118,Bomba,Fabricante_B,Modelo_10,296,599
119,Bomba,Fabricante_A,Modelo_5,263,739
120,Compresor,Fabricante_B,Modelo_10,246,512
121,Motor,Fabricante_A,Modelo_5,238,598
122,Bomba,Fabricante_B,Modelo_9,326,765
123,Bomba,Fabricante_A,Modelo_9,449,623
124,Generador,Fabricante_B,Modelo_4,455,684
125,Bomba,Fabricante_C,Modelo_9,215,627
126,Generador,Fabricante_A,Modelo_10,155,612
127,Bomba,Fabricante_B,Modelo_3,52,974
128,Bomba,Fabricante_A,Modelo_2,225,605
129,Motor,Fabricante_A,Modelo_8,113,790
130,Generador,Fabricante_B,Modelo_4,80,977
131,Compresor,Fabricante_C,Modelo_2,484,916
132,Compresor,Fabricante_A,Modelo_3,61,627
133,Generador,Fabricante_C,Modelo_9,256,684
134,Compresor,Fabricante_C,Modelo_4,130,766
135,Bomba,Fabricante_D,Modelo_6,158,816
136,Compresor,Fabricante_B,Modelo_10,449,865
137,Generador,Fabricante_D,Modelo_3,258,759
138,Generador,Fabricante_A,Modelo_4,385,697
139,Compresor,Fabricante_B,Modelo_4,383,591
140,Compresor,Fabricante_D,Modelo_10,448,798
141,Bomba,Fabricante_C,Modelo_1,271,592
142,Generador,Fabricante_C,Modelo_9,110,604
143,Compresor,Fabricante_C,Modelo_2,494,891
144,Compresor,Fabricante_B,Modelo_10,306,977
145,Generador,Fabricante_B,Modelo_9,273,766
146,Bomba,Fabricante_A,Modelo_4,237,518
147,Generador,Fabricante_D,Modelo_5,496,720
148,Compresor,Fabricante_C,Modelo_1,319,912
149,Compresor,Fabricante_C,Modelo_9,239,541
150,Generador,Fabricante_C,Modelo_6,269,918
151,Compresor,Fabricante_C,Modelo_3,111,583
152,Bomba,Fabricante_B,Modelo_9,297,854
153,Generador,Fabricante_C,Modelo_1,302,839
154,Generador,Fabricante_C,Modelo_7,80,947
155,Bomba,Fabricante_A,Modelo_2,420,550
156,Bomba,Fabricante_D,Modelo_2,308,998
157,Generador,Fabricante_C,Modelo_6,369,889
158,Generador,Fabricante_A,Modelo_4,172,744
159,Generador,Fabricante_D,Modelo_3,359,512
160,Motor,Fabricante_C,Modelo_4,401,975
161,Bomba,Fabricante_B,Modelo_7,169,784
162,Motor,Fabricante_C,Modelo_5,187,748
163,Compresor,Fabricante_D,Modelo_7,304,877
164,Generador,Fabricante_D,Modelo_5,461,994
165,Generador,Fabricante_B,Modelo_3,430,768
166,Motor,Fabricante_A,Modelo_9,184,748
167,Bomba,Fabricante_B,Modelo_7,240,933
168,Motor,Fabricante_B,Modelo_1,174,714
169,Generador,Fabricante_C,Modelo_4,362,735
170,Bomba,Fabricante_C,Modelo_6,295,587
171,Motor,Fabricante_B,Modelo_4,432,680
172,Compresor,Fabricante_B,Modelo_2,232,839
173,Compresor,Fabricante_C,Modelo_8,78,604
174,Bomba,Fabricante_C,Modelo_4,114,838
175,Bomba,Fabricante_A,Modelo_6,245,811
176,Bomba,Fabricante_D,Modelo_6,138,796
177,Generador,Fabricante_B,Modelo_5,60,681
178,Compresor,Fabricante_B,Modelo_9,298,942
179,Generador,Fabricante_D,Modelo_9,152,669
180,Bomba,Fabricante_D,Modelo_3,398,831
181,Compresor,Fabricante_A,Modelo_7,475,502
182,Bomba,Fabricante_D,Modelo_10,242,906
183,Bomba,Fabricante_D,Modelo_6,55,951
184,Motor,Fabricante_A,Modelo_2,62,723
185,Bomba,Fabricante_B,Modelo_4,71,811
186,Motor,Fabricante_D,Modelo_8,279,634
187,Bomba,Fabricante_B,Modelo_10,350,987
188,Compresor,Fabricante_B,Modelo_1,89,982
189,Bomba,Fabricante_D,Modelo_2,442,699
190,Bomba,Fabricante_C,Modelo_10,334,967
191,Bomba,Fabricante_C,Modelo_6,381,508
192,Compresor,Fabricante_D,Modelo_6,140,923
193,Bomba,Fabricante_D,Modelo_8,320,979
194,Motor,Fabricante_A,Modelo_9,310,929
195,Motor,Fabricante_D,Modelo_6,299,816
196,Generador,Fabricante_B,Modelo_8,137,925
197,Compresor,Fabricante_D,Modelo_9,179,629
198,Bomba,Fabricante_B,Modelo_6,85,911
199,Compresor,Fabricante_B,Modelo_6,178,587
200,Generador,Fabricante_A,Modelo_2,401,959
201,Motor,Fabricante_D,Modelo_6,346,654
202,Bomba,Fabricante_D,Modelo_3,370,631
203,Compresor,Fabricante_C,Modelo_1,233,931
204,Motor,Fabricante_D,Modelo_1,254,658
205,Bomba,Fabricante_A,Modelo_1,206,666
206,Bomba,Fabricante_C,Modelo_4,149,560
207,Generador,Fabricante_A,Modelo_3,80,622
208,Generador,Fabricante_B,Modelo_8,381,765
209,Generador,Fabricante_C,Modelo_8,475,988
210,Generador,Fabricante_D,Modelo_4,251,774
211,Motor,Fabricante_D,Modelo_10,240,622
212,Compresor,Fabricante_C,Modelo_3,370,667
213,Bomba,Fabricante_B,Modelo_6,250,604
214,Generador,Fabricante_A,Modelo_5,265,895
215,Motor,Fabricante_D,Modelo_1,214,720
216,Bomba,Fabricante_D,Modelo_1,107,636
217,Generador,Fabricante_B,Modelo_7,490,687
218,Compresor,Fabricante_A,Modelo_6,75,902
219,Bomba,Fabricante_D,Modelo_6,386,994
220,Motor,Fabricante_D,Modelo_1,198,591
221,Generador,Fabricante_B,Modelo_5,198,749
222,Generador,Fabricante_B,Modelo_3,301,651
223,Generador,Fabricante_D,Modelo_9,307,635
224,Generador,Fabricante_C,Modelo_1,381,613
225,Motor,Fabricante_D,Modelo_9,100,880
226,Compresor,Fabricante_C,Modelo_10,436,672
227,Generador,Fabricante_C,Modelo_6,219,763
228,Generador,Fabricante_B,Modelo_4,116,848
229,Motor,Fabricante_C,Modelo_1,487,615
230,Bomba,Fabricante_A,Modelo_9,248,614
231,Bomba,Fabricante_C,Modelo_6,105,890
232,Motor,Fabricante_A,Modelo_3,97,710
233,Compresor,Fabricante_A,Modelo_7,272,502
234,Generador,Fabricante_C,Modelo_6,272,768
235,Compresor,Fabricante_A,Modelo_2,495,917
236,Compresor,Fabricante_A,Modelo_8,83,964
237,Motor,Fabricante_C,Modelo_2,73,858
238,Motor,Fabricante_C,Modelo_8,96,920
239,Generador,Fabricante_C,Modelo_7,279,626
240,Motor,Fabricante_A,Modelo_2,184,822
241,Bomba,Fabricante_D,Modelo_10,194,917
242,Compresor,Fabricante_B,Modelo_2,58,905
243,Generador,Fabricante_C,Modelo_1,203,704
244,Bomba,Fabricante_A,Modelo_8,64,962
245,Bomba,Fabricante_D,Modelo_9,286,615
246,Compresor,Fabricante_D,Modelo_4,334,761
247,Generador,Fabricante_C,Modelo_6,111,562
248,Motor,Fabricante_D,Modelo_7,208,522
249,Compresor,Fabricante_A,Modelo_3,377,832
250,Motor,Fabricante_D,Modelo_9,476,620
251,Motor,Fabricante_C,Modelo_8,470,584
252,Generador,Fabricante_D,Modelo_3,89,874
253,Motor,Fabricante_B,Modelo_10,383,890
254,Bomba,Fabricante_C,Modelo_7,87,612
255,Motor,Fabricante_A,Modelo_10,414,975
256,Bomba,Fabricante_D,Modelo_8,310,719
257,Bomba,Fabricante_A,Modelo_7,57,873
258,Compresor,Fabricante_C,Modelo_3,334,910
259,Compresor,Fabricante_A,Modelo_3,367,536
260,Generador,Fabricante_B,Modelo_9,285,598
261,Bomba,Fabricante_A,Modelo_4,329,913
262,Compresor,Fabricante_A,Modelo_8,68,619
263,Bomba,Fabricante_A,Modelo_8,116,898
264,Bomba,Fabricante_A,Modelo_3,473,772
265,Generador,Fabricante_B,Modelo_3,478,635
266,Motor,Fabricante_D,Modelo_3,329,775
267,Compresor,Fabricante_B,Modelo_6,168,702
268,Compresor,Fabricante_A,Modelo_10,207,629
269,Compresor,Fabricante_A,Modelo_6,159,917
270,Generador,Fabricante_C,Modelo_2,251,698
271,Motor,Fabricante_C,Modelo_10,239,603
272,Generador,Fabricante_A,Modelo_1,442,753
273,Motor,Fabricante_D,Modelo_5,70,957
274,Bomba,Fabricante_C,Modelo_10,479,675
275,Generador,Fabricante_A,Modelo_6,102,752
276,Compresor,Fabricante_A,Modelo_9,183,895
277,Bomba,Fabricante_C,Modelo_3,227,804
278,Compresor,Fabricante_A,Modelo_7,218,514
279,Motor,Fabricante_B,Modelo_1,80,517
280,Generador,Fabricante_A,Modelo_8,269,507
281,Compresor,Fabricante_D,Modelo_1,171,606
282,Generador,Fabricante_D,Modelo_8,394,886
283,Bomba,Fabricante_C,Modelo_4,65,788
284,Generador,Fabricante_C,Modelo_7,293,973
285,Motor,Fabricante_A,Modelo_3,178,885
286,Generador,Fabricante_C,Modelo_9,418,668
287,Generador,Fabricante_D,Modelo_4,312,819
288,Motor,Fabricante_D,Modelo_9,99,702
289,Bomba,Fabricante_C,Modelo_6,173,650
290,Compresor,Fabricante_D,Modelo_1,459,878
291,Generador,Fabricante_D,Modelo_4,188,689
292,Bomba,Fabricante_B,Modelo_4,253,808
293,Bomba,Fabricante_D,Modelo_9,366,789
294,Bomba,Fabricante_B,Modelo_3,327,854
295,Bomba,Fabricante_D,Modelo_5,253,817
296,Bomba,Fabricante_C,Modelo_1,120,557
297,Generador,Fabricante_A,Modelo_2,307,692
298,Compresor,Fabricante_A,Modelo_4,180,747
299,Generador,Fabricante_A,Modelo_1,204,716
300,Compresor,Fabricante_D,Modelo_4,189,630
301,Compresor,Fabricante_D,Modelo_8,219,958
302,Generador,Fabricante_C,Modelo_9,331,701
303,Motor,Fabricante_B,Modelo_1,156,505
304,Generador,Fabricante_C,Modelo_5,84,707
305,Bomba,Fabricante_B,Modelo_5,142,803
306,Generador,Fabricante_A,Modelo_1,198,935
307,Generador,Fabricante_A,Modelo_2,229,795
308,Compresor,Fabricante_B,Modelo_1,235,949
309,Bomba,Fabricante_C,Modelo_6,269,620
310,Bomba,Fabricante_A,Modelo_9,398,632
311,Bomba,Fabricante_C,Modelo_1,326,750
312,Compresor,Fabricante_A,Modelo_3,486,834
313,Motor,Fabricante_D,Modelo_8,216,616
314,Motor,Fabricante_D,Modelo_2,373,962
315,Bomba,Fabricante_D,Modelo_2,379,579
316,Motor,Fabricante_C,Modelo_4,140,879
317,Generador,Fabricante_C,Modelo_2,134,732
318,Motor,Fabricante_B,Modelo_7,477,696
319,Compresor,Fabricante_A,Modelo_6,160,888
320,Generador,Fabricante_C,Modelo_10,454,968
321,Compresor,Fabricante_A,Modelo_2,120,777
322,Generador,Fabricante_B,Modelo_9,206,927
323,Bomba,Fabricante_C,Modelo_4,457,770
324,Bomba,Fabricante_D,Modelo_8,126,640
325,Bomba,Fabricante_C,Modelo_5,365,930
326,Generador,Fabricante_B,Modelo_1,467,571
327,Generador,Fabricante_A,Modelo_7,208,771
328,Compresor,Fabricante_A,Modelo_10,337,668
329,Compresor,Fabricante_D,Modelo_4,55,988
330,Compresor,Fabricante_B,Modelo_3,82,836
331,Generador,Fabricante_B,Modelo_3,488,720
332,Bomba,Fabricante_B,Modelo_10,258,692
333,Compresor,Fabricante_D,Modelo_5,64,936
334,Bomba,Fabricante_B,Modelo_10,381,609
335,Bomba,Fabricante_C,Modelo_4,289,948
336,Generador,Fabricante_D,Modelo_9,371,944
337,Bomba,Fabricante_B,Modelo_9,274,776
338,Motor,Fabricante_C,Modelo_8,76,933
339,Motor,Fabricante_B,Modelo_1,240,688
340,Generador,Fabricante_A,Modelo_7,263,563
341,Generador,Fabricante_C,Modelo_7,326,845
342,Bomba,Fabricante_D,Modelo_9,278,655
343,Compresor,Fabricante_C,Modelo_8,326,759
344,Bomba,Fabricante_B,Modelo_1,201,786
345,Compresor,Fabricante_D,Modelo_4,110,610
346,Compresor,Fabricante_A,Modelo_10,217,623
347,Compresor,Fabricante_A,Modelo_1,470,620
348,Bomba,Fabricante_D,Modelo_5,99,655
349,Motor,Fabricante_A,Modelo_10,92,612
350,Generador,Fabricante_A,Modelo_9,127,608
351,Motor,Fabricante_B,Modelo_6,346,764
352,Motor,Fabricante_C,Modelo_7,467,899
353,Generador,Fabricante_C,Modelo_5,124,579
354,Motor,Fabricante_B,Modelo_2,108,882
355,Generador,Fabricante_A,Modelo_6,415,715
356,Generador,Fabricante_B,Modelo_7,336,518
357,Generador,Fabricante_B,Modelo_7,232,922
358,Motor,Fabricante_C,Modelo_2,438,789
359,Compresor,Fabricante_B,Modelo_7,379,673
360,Generador,Fabricante_B,Modelo_7,290,983
361,Bomba,Fabricante_A,Modelo_9,193,681
362,Generador,Fabricante_C,Modelo_8,74,711
363,Compresor,Fabricante_B,Modelo_10,286,728
364,Bomba,Fabricante_D,Modelo_3,279,504
365,Motor,Fabricante_C,Modelo_7,357,923
366,Motor,Fabricante_D,Modelo_4,119,660
367,Compresor,Fabricante_B,Modelo_5,443,924
368,Generador,Fabricante_A,Modelo_5,60,587
369,Bomba,Fabricante_C,Modelo_2,233,794
370,Compresor,Fabricante_D,Modelo_10,105,654
371,Motor,Fabricante_A,Modelo_1,359,545
372,Compresor,Fabricante_A,Modelo_6,72,683
373,Bomba,Fabricante_C,Modelo_8,127,501
374,Motor,Fabricante_A,Modelo_9,100,548
375,Bomba,Fabricante_D,Modelo_7,125,855
376,Motor,Fabricante_C,Modelo_10,262,735
377,Motor,Fabricante_B,Modelo_3,415,794
378,Motor,Fabricante_C,Modelo_7,257,961
379,Compresor,Fabricante_A,Modelo_10,472,780
380,Compresor,Fabricante_A,Modelo_6,426,634
381,Generador,Fabricante_C,Modelo_7,433,577
382,Bomba,Fabricante_A,Modelo_10,281,634
383,Bomba,Fabricante_B,Modelo_3,262,928
384,Motor,Fabricante_A,Modelo_1,208,773
385,Motor,Fabricante_B,Modelo_3,420,927
386,Bomba,Fabricante_D,Modelo_4,374,736
387,Bomba,Fabricante_D,Modelo_9,344,878
388,Motor,Fabricante_C,Modelo_6,474,543
389,Compresor,Fabricante_B,Modelo_8,323,537
390,Generador,Fabricante_D,Modelo_8,489,692
391,Generador,Fabricante_B,Modelo_7,199,506
392,Generador,Fabricante_D,Modelo_6,196,953
393,Generador,Fabricante_A,Modelo_3,197,718
394,Compresor,Fabricante_B,Modelo_8,477,583
395,Compresor,Fabricante_D,Modelo_10,68,712
396,Bomba,Fabricante_A,Modelo_2,200,929
397,Motor,Fabricante_B,Modelo_1,325,698
398,Generador,Fabricante_A,Modelo_2,367,549
399,Compresor,Fabricante_B,Modelo_9,206,983
400,Generador,Fabricante_D,Modelo_3,208,738
401,Compresor,Fabricante_B,Modelo_3,263,797
402,Generador,Fabricante_A,Modelo_6,114,543
403,Generador,Fabricante_A,Modelo_2,342,731
404,Motor,Fabricante_D,Modelo_6,319,522
405,Compresor,Fabricante_C,Modelo_4,229,792
406,Bomba,Fabricante_B,Modelo_8,198,755
407,Bomba,Fabricante_B,Modelo_8,205,723
408,Compresor,Fabricante_A,Modelo_9,316,918
409,Compresor,Fabricante_C,Modelo_1,472,746
410,Motor,Fabricante_C,Modelo_4,320,831
411,Generador,Fabricante_B,Modelo_8,199,858
412,Motor,Fabricante_C,Modelo_4,332,748
413,Compresor,Fabricante_D,Modelo_6,363,517
414,Motor,Fabricante_C,Modelo_6,279,901
415,Generador,Fabricante_D,Modelo_2,266,958
416,Motor,Fabricante_C,Modelo_10,321,609
417,Bomba,Fabricante_D,Modelo_10,451,678
418,Motor,Fabricante_A,Modelo_8,59,903
419,Bomba,Fabricante_C,Modelo_10,224,663
420,Bomba,Fabricante_C,Modelo_9,452,902
421,Bomba,Fabricante_D,Modelo_9,271,543
422,Compresor,Fabricante_D,Modelo_7,219,915
423,Bomba,Fabricante_C,Modelo_6,67,793
424,Bomba,Fabricante_C,Modelo_1,317,913
425,Generador,Fabricante_A,Modelo_1,267,750
426,Generador,Fabricante_C,Modelo_6,236,615
427,Generador,Fabricante_C,Modelo_9,168,908
428,Bomba,Fabricante_C,Modelo_7,161,844
429,Motor,Fabricante_C,Modelo_2,481,572
430,Motor,Fabricante_B,Modelo_8,54,828
431,Bomba,Fabricante_C,Modelo_10,169,717
432,Bomba,Fabricante_A,Modelo_6,315,630
433,Motor,Fabricante_C,Modelo_1,439,667
434,Generador,Fabricante_A,Modelo_8,234,511
435,Generador,Fabricante_A,Modelo_8,430,587
436,Generador,Fabricante_B,Modelo_1,180,927
437,Compresor,Fabricante_C,Modelo_8,405,711
438,Generador,Fabricante_D,Modelo_1,187,666
439,Motor,Fabricante_C,Modelo_4,361,820
440,Motor,Fabricante_C,Modelo_2,279,941
441,Bomba,Fabricante_B,Modelo_10,412,686
442,Motor,Fabricante_C,Modelo_4,257,974
443,Bomba,Fabricante_D,Modelo_2,418,503
444,Motor,Fabricante_A,Modelo_6,188,735
445,Compresor,Fabricante_A,Modelo_5,92,586
446,Generador,Fabricante_C,Modelo_2,95,561
447,Bomba,Fabricante_B,Modelo_5,223,926
448,Compresor,Fabricante_A,Modelo_10,104,513
449,Generador,Fabricante_A,Modelo_10,337,794
450,Bomba,Fabricante_D,Modelo_8,159,752
451,Generador,Fabricante_D,Modelo_10,401,540
452,Generador,Fabricante_B,Modelo_3,315,581
453,Motor,Fabricante_D,Modelo_6,237,693
454,Generador,Fabricante_B,Modelo_5,158,500
455,Generador,Fabricante_C,Modelo_6,350,738
456,Motor,Fabricante_B,Modelo_1,99,527
457,Generador,Fabricante_A,Modelo_5,224,554
458,Bomba,Fabricante_D,Modelo_1,172,874
459,Bomba,Fabricante_B,Modelo_9,221,626
460,Bomba,Fabricante_D,Modelo_2,485,525
461,Compresor,Fabricante_A,Modelo_10,77,548
462,Motor,Fabricante_C,Modelo_2,498,823
463,Bomba,Fabricante_B,Modelo_7,255,934
464,Bomba,Fabricante_C,Modelo_6,155,642
465,Bomba,Fabricante_D,Modelo_4,227,698
466,Compresor,Fabricante_A,Modelo_1,457,761
467,Compresor,Fabricante_B,Modelo_10,264,942
468,Motor,Fabricante_A,Modelo_4,371,586
469,Compresor,Fabricante_C,Modelo_3,95,774
470,Generador,Fabricante_A,Modelo_3,173,533
471,Motor,Fabricante_C,Modelo_4,105,929
472,Compresor,Fabricante_C,Modelo_9,236,927
473,Bomba,Fabricante_C,Modelo_2,466,939
474,Motor,Fabricante_B,Modelo_4,138,659
475,Compresor,Fabricante_C,Modelo_1,244,854
476,Motor,Fabricante_D,Modelo_9,439,565
477,Compresor,Fabricante_B,Modelo_3,296,696
478,Bomba,Fabricante_B,Modelo_9,449,800
479,Compresor,Fabricante_B,Modelo_1,219,903
480,Bomba,Fabricante_C,Modelo_4,159,846
481,Motor,Fabricante_B,Modelo_7,58,931
482,Generador,Fabricante_A,Modelo_4,268,756
483,Bomba,Fabricante_B,Modelo_7,243,853
484,Motor,Fabricante_B,Modelo_3,453,613
485,Compresor,Fabricante_C,Modelo_7,492,507
486,Generador,Fabricante_B,Modelo_8,448,864
487,Compresor,Fabricante_A,Modelo_7,190,700
488,Compresor,Fabricante_D,Modelo_2,237,683
489,Compresor,Fabricante_D,Modelo_4,294,931
490,Compresor,Fabricante_D,Modelo_3,384,926
491,Motor,Fabricante_B,Modelo_2,473,832
492,Motor,Fabricante_D,Modelo_5,355,739
493,Bomba,Fabricante_B,Modelo_7,427,996
494,Generador,Fabricante_B,Modelo_4,365,656
495,Generador,Fabricante_B,Modelo_1,187,653
496,Compresor,Fabricante_C,Modelo_1,339,916
497,Generador,Fabricante_D,Modelo_9,379,714
498,Generador,Fabricante_C,Modelo_4,150,949
499,Motor,Fabricante_D,Modelo_8,477,512
500,Motor,Fabricante_C,Modelo_8,299,710
